ISIN,Description,Trade Date,Quantity,Nominal Value,Weighted Average Price,Weighted Average Yield
INE2TW815011,RECEIVABLE SECURITISATION TRUST 11 SERIES A PTC 09APR26,01-Jul-2026,8,800000.00,99.85,11.50
INE2V4Q15019,TOPAZ 04 2026 SERIES A1(a) PTC 07MAY2026,02-Jul-2026,4000000,4000000.00,83.59,19.54
INE2W9A15011,TRUEFORT 05 2026 SERIES A1 PTC 09JUN2026,01-Jul-2026,543,5430000.00,99.78,11.76
INE2V4Q15027,TOPAZ 04 2026 SERIES A1(b) PTC 07MAY2026,01-Jul-2026,1506345,1506345.00,98.22,10.90
INE2VYE15014,AGRI XCHNG8 2026 SERIES A1 PTC 29MAR2026,02-Jul-2026,13832500,13832500.00,98.04,13.77
INE2V4Q15027,TOPAZ 04 2026 SERIES A1(b) PTC 07MAY2026,02-Jul-2026,2482397,2482397.00,98.31,11.04
INE2V4Q15019,TOPAZ 04 2026 SERIES A1(a) PTC 07MAY2026,01-Jul-2026,3387876,3387876.00,82.51,10.50
INE2W9A15011,TRUEFORT 05 2026 SERIES A1 PTC 09JUN2026,02-Jul-2026,885,8850000.00,99.81,11.72
