ISIN,Description,Trade Date,Quantity,Nominal Value,Weighted Average Price,Weighted Average Yield
INE918K07JO3,NUVAMA WEALTH FINANCE LIMITED SR A6D302A BR NCD 19AU26 FVRS10LAC,02-Jul-2026,3,3000000.00,145.89,9.00
INE918K07JW6,NUVAMA WEALTH FINANCE LIMITED SR C6E303A BR NCD 28SP26 FVRS10LAC,02-Jul-2026,6,6000000.00,149.05,9.00
INE918K07KA0,NUVAMA WEALTH FINANCE LIMITED SR C6E306A BR NCD 05OT26 FVRS10LAC,02-Jul-2026,3,3000000.00,148.74,9.00
INE918K07KR4,NUVAMA WEALTH FINANCE LIMITED SR C6F302A BR NCD 09NV26 FVRS10LAC,02-Jul-2026,19,19000000.00,147.23,9.00
INE918K07JJ3,NUVAMA WEALTH FINANCE LIMITED SR L5B303A BR NCD 13JL26 FVRS10LAC,02-Jul-2026,9,9000000.00,147.51,9.00
INE0BBH07075,APEX HOMES PRIVATE LIMITED 10 NCD 19AG28 FVRS1LAC,02-Jul-2026,5000,500000000.00,100.00,8.76
INE918K07JL9,NUVAMA WEALTH FINANCE LIMITED SR L5C304A BR NCD 27JL26 FVRS10LAC,02-Jul-2026,5,5000000.00,146.89,9.00
INE918K07JU0,NUVAMA WEALTH FINANCE LIMITED SR B6D303A BR NCD 09SP26 FVRS10LAC,02-Jul-2026,9,9000000.00,149.88,9.00
