58,TANLA,INE483C01032,524.25,19.07
59,CASHIETF,INF109K1A021,1068.82,5
60,TORNTPHARM,INE685A01028,4640.8,9
61,INOXGREEN,INE510W01014,199.17,20.41
62,YESBANK,INE528G01035,24.58,12.95
63,COLPAL,INE259A01022,2071.9,9.78
64,IGIL,INE0Q9301021,358.15,15.31
65,SGBJUN30,IN0020220045,14273,10
66,SHAKTIPUMP,INE908D01010,569.7,20.18
67,VINCOFE,INE498Q01014,155.34,17.12
68,DMART,INE192R01011,4328.6,10.4
69,SANOFI,INE058A01010,3460.4,9
70,SULA,INE142Q01026,153.79,13.25
71,ABSLLIQUID,INF209KB18T9,1000,5
72,INDUSTOWER,INE121J01017,388.85,11.82
73,RICOAUTO,INE209B01025,135.97,23.58
74,UCOBANK,INE691A01018,26.88,13.96
75,DOMS,INE321T01012,2289,12.92
76,AADHARHFC,INE883F01010,517.75,11.67
77,JUNIORBEES,INF732E01045,779.15,9
78,KFINTECH,INE138Y01010,881.65,16.19
79,FORTIS,INE061F01013,949.05,11.1
80,BERGEPAINT,INE463A01038,515.35,11.49
81,OIL,INE274J01014,419.8,14.48
82,ITC,INE154A01025,290.3,9
83,LICNETFGSC,INF767K01MV5,29.35,10
84,EMAMILTD,INE548C01032,414.7,11.62
85,EBBETF0431,INF754K01LE1,1435.57,9
86,IMFA,INE919H01018,1322.4,20.34
87,DRREDDY,INE089A01031,1339.9,9.08
88,3MINDIA,INE470A01017,33435,11.45
89,THELEELA,INE0AQ201015,479.9,10.29
90,WHIRLPOOL,INE716A01013,807.25,15.09
91,IXIGO,INE0HV901016,213.96,21.88
92,CONSUMBEES,INF204KA1LD7,129.79,9
93,LTF,INE498L01015,312.7,14.1
94,VTL,INE825A01020,646.2,14.38
95,ICICIB22,INF109KB15Y7,118.97,9
96,JYOTHYLAB,INE668F01031,189.64,12.52
97,INDIANB,INE562A01011,820.95,13.28
98,MANKIND,INE634S01028,2490.3,11.17
99,SARDAEN,INE385C01021,492.5,16.22
100,GMDCLTD,INE131A01031,610.65,21.37
101,ASTRAL,INE006I01046,1362.1,12.47
102,MCX,INE745G01043,2962,16.43
103,SONACOMS,INE073K01018,619.4,13.05
104,HAVELLS,INE176B01034,1188.8,9.93
105,INTELLECT,INE306R01017,726,17.37
106,WAAREEENER,INE377N01017,2877.7,17.05
107,AGIIL,INE976R01033,360.35,21.69
108,PFIZER,INE182A01018,4473.6,10.01
109,ANGELONE,INE732I01021,340.4,18.79
110,PGIL,INE940H01022,2088,22.13
111,DREDGECORP,INE506A01018,1089.3,25.05
112,ARVIND,INE034A01011,560.35,16.89
113,NORTHARC,INE850M01015,304.15,15.95
114,DCBBANK,INE503A01015,185.23,14.82
115,RRKABEL,INE777K01022,2381.7,15.69
116,JSWINFRA,INE880J01026,330.45,13.71
117,BIOCON,INE376G01013,418.2,11.34
118,BIRLACORPN,INE340A01012,987.8,14.61
119,DCXINDIA,INE0KL801015,201.19,20.9
120,SIRCA,INE792Z01011,402.4,12.65
121,GRMOVER,INE192H01020,91.17,21.23
122,PIIND,INE603J01030,2575,11.35
123,TATSILV,INF277KA1984,21.47,23.07
124,INDUSINDBK,INE095A01012,941.6,14.05
125,TATAPOWER,INE245A01021,375.45,9.9
126,BRITANNIA,INE216A01030,5262,9
127,MSTCLTD,INE255X01014,715.8,20.5
128,INDRAMEDCO,INE681B01017,386.6,18.67
129,AXISILVER,INF846K011K1,219.69,22.26
130,REFEX,INE056I01025,357.35,22.46
131,SGBOCT27VI,IN0020190388,13999,10
132,KMEW,INE0CJD01029,2189.1,25.55
133,BPCL,INE029A01011,304.2,12.57
134,SGBDE30III,IN0020220110,14278.55,10
135,ABB,INE117A01022,6937,12.86
136,APTUS,INE852O01025,286.9,13.54
137,SBC,INE04AK01028,42,13.86
138,GOLDBEES,INF204KB17I5,115.46,11.56
139,AFCONS,INE101I01011,309,13.36
140,ELIQUID,INF754K01VW2,1037.36,5
141,CEATLTD,INE482A01020,3634.8,15.66
142,NSLNISP,INE0NNS01018,43.25,16.76
143,MRF,INE883A01011,129430,9.48
144,SGBJUN28,IN0020200104,13981.89,10
145,SYNGENE,INE398R01022,431.55,13.16
146,INOXINDIA,INE616N01034,1905,15.36
147,ACC,INE012A01025,1332.2,9.7
148,GRINDWELL,INE536A01023,2153.8,12.89
149,SHREECEM,INE070A01015,25920,9
150,ITIETF,INF109KC16I6,28.64,9.58
151,PHARMABEES,INF204KC1089,25.83,9
152,TATACAP,INE976I01016,361.55,9
153,NEOGEN,INE136S01016,2013.6,20.33
154,CLEAN,INE227W01023,759.3,13.58
155,GRSE,INE382Z01011,2738.6,22.34
156,CPPLUS,INE819V01029,3572.3,15.02
157,HCLTECH,INE860A01027,1034.2,11.14
158,JUBLPHARMA,INE700A01033,975.9,13.39
159,TIMKEN,INE325A01013,3483.8,12.64
160,SGBMAR28X,IN0020190552,13950,10
161,SGBSEP31II,IN0020230093,14450.98,10
162,IIFL,INE530B01024,495.65,17.97
163,SBFC,INE423Y01016,90.51,13.24
164,ARE&M,INE885A01032,840.2,13.47
165,ROLEXRINGS,INE645S01024,149.78,16
166,ADANIENSOL,INE931S01010,1521.4,18.36
167,KAYNES,INE918Z01012,3152.1,22.72
168,BHARATCOAL,INE05XR01022,39.28,13.24
169,STARCEMENT,INE460H01021,206.31,11.58
170,SPARC,INE232I01014,237.5,23.77
171,542012,INE911Z01025,7.66,100
172,TI,INE133E01013,453.2,17.58
173,EXIDEIND,INE302A01020,390.35,12.33
174,AONELIQUID,INF1J2R01056,1066.18,5
175,ABREL,INE055A01016,1396,17.27
176,THERMAX,INE152A01029,5120.5,15.22
177,WAAREERTL,INE299N01021,1040.1,19.45
178,NEXT50IETF,INF109KC1NS5,76.01,9
179,GOKEX,INE887G01027,888.7,23.01
180,GILLETTE,INE322A01010,7649.5,10.81
181,SHADOWFAX,INE12UN01015,235.3,12.55
182,MOTILALOFS,INE338I01027,955.95,17.86
183,ZAGGLE,INE07K301024,210.14,23.78
184,SGBOCT27,IN0020190370,14022.85,10
185,JSWSTEEL,INE019A01038,1216.2,9.87
186,TDPOWERSYS,INE419M01027,1193.3,20.38
187,BAJAJHLDNG,INE118A01012,10719,12.28
188,TTML,INE517B01013,43.18,18.74
189,IOLCP,INE485C01029,147.21,19.94
190,M&MFIN,INE774D01024,315.15,14.85
191,MOM30IETF,INF109KC17C7,31.36,9
192,KNRCON,INE634I01029,132.54,16.33
193,EIEL,INE0LLY01014,221.72,20.7
194,IFCI,INE039A01010,76.59,24.24
195,MOBIKWIK,INE0HLU01028,207.93,20.59
196,RAIN,INE855B01025,182.82,20.87
197,IRFC,INE053F01010,91.18,14.12
198,STYLAMIND,INE239C01020,3209.2,14.85
199,WIPRO,INE075A01022,170.13,10.79
200,TATATECH,INE142M01025,670.2,12.04
201,ATUL,INE100A01010,6541,10.65
202,NEWGEN,INE619B01017,473.7,22.5
203,NIACL,INE470Y01017,183.11,19.32
204,INTERARCH,INE00M901018,1926.9,18
205,DIVISLAB,INE361B01024,6545.5,9.34
206,ASTERDM,INE914M01019,776,12.59
207,SHARDACROP,INE221J01015,884.95,23.7
208,KPIGREEN,INE542W01025,396.8,18.8
209,SGBAPR28I,IN0020200062,14019.02,10
210,SWSOLAR,INE00M201021,247.49,19.39
211,ABSLAMC,INE404A01024,1144.6,15.18
212,BANKBEES,INF204KB15I9,601.57,9
213,SGBAUG29V,IN0020210129,14093.75,10
214,SBISILVER,INF200KB1217,216.9,22.53
215,TRENT,INE849A01020,3290.3,14.53
216,EBBETF0430,INF754K01KO2,1611.63,9
217,MFSL,INE180A01020,1608.9,10.8
218,MID150CASE,INF0R8F01059,11.46,9
219,FINCABLES,INE235A01022,1144.5,17.08
220,URBANCO,INE0CAZ01013,128.6,13.95
221,PVRINOX,INE191H01014,978.15,11.66
222,TATACHEM,INE092A01019,686.55,12.37
223,KAJARIACER,INE217B01036,1203.6,12.51
224,SILVERBEES,INF204KC1402,211.34,22.29
225,APLLTD,INE901L01018,829.05,12.73
226,JSWDULUX,INE133A01011,3224,12.36
227,CAPLIPOINT,INE475E01026,2564,14.98
228,SGBNV29VII,IN0020210178,14041.83,10
229,MOMENTUM50,INF247L01DK8,53.23,9
230,POLYCAB,INE455K01017,9713.5,13.44
231,BSOFT,INE836A01035,275.7,15.27
232,AJANTPHARM,INE031B01049,3347.5,11.9
233,PVTBANIETF,INF109KC18U7,28.47,9
234,ONESOURCE,INE013P01021,1650.1,17.2
235,ACI,INE128X01021,518.25,14.07
236,HONAUT,INE671A01010,39655,12.31
237,SIEMENS,INE003A01024,3560.7,13.61
238,HAL,INE066F01020,4434.4,12.56
239,GUJENERGY,INE844O01030,340,100
240,HINDCOPPER,INE531E01026,490.6,22
241,TRIDENT,INE064C01022,26.31,13.7
242,SGBJUN29II,IN0020210061,14010.81,10
243,AUBANK,INE949L01017,1051.4,12.4
244,MOREPENLAB,INE083A01026,62.68,20.48
245,MAZDOCK,INE249Z01020,2535.7,17.48
246,UPL,INE628A01036,565.05,13.23
247,SGBJUL27,IN0020190081,13975,10
248,MARKSANS,INE750C01026,268.85,18.37
249,SAREGAMA,INE979A01025,492.35,17.27
250,AVL,INE679V01027,646.65,15.45
251,AETHER,INE0BWX01014,1326.9,15.35
252,HCC,INE549A01026,25.7,22.08
253,POLICYBZR,INE417T01026,1684.2,14.75
254,HDFCLIFE,INE795G01014,569.95,9.12
255,ECLERX,INE738I01010,1332.4,17.85
256,HDBFS,INE756I01012,752.4,9.23
257,APARINDS,INE372A01015,14598,19.55
258,TRITURBINE,INE152M01016,677.35,17.98
259,SOUTHBANK,INE683A01023,45.46,16.15
260,ALPHA,INF174KA1IA5,51.24,9
261,HOMEFIRST,INE481N01025,1201.6,16.45
262,ALOKINDS,INE270A01029,12.95,16.3
263,LTFOODS,INE818H01020,375.15,17.11
264,EPACK,INE0G5901015,238.3,21.4
265,KISSHT,INE12F801023,279.3,10.64
266,NAUKRI,INE663F01032,993.55,11.8
267,AEROFLEX,INE024001021,488.5,24.66
268,ICICIAMC,INE346A01027,3406,9.86
269,CMRGREEN,INE00WV01027,240.35,9
270,PARKHOSPS,INE119201023,295.35,13.06
271,ATHERENERG,INE0LEZ01016,1130.4,16.95
272,SUMICHEM,INE258G01013,435.1,13.87
273,GROWW,INE0HOQ01053,205.29,16.03
274,LTM,INE214T01019,3546.7,12.85
275,EMCURE,INE168P01015,1830.9,13.64
276,APLAPOLLO,INE702C01027,1785.1,11.46
277,GOODLUCK,INE127I01024,1474.8,19.84
278,JAYNECOIND,INE854B01010,85.68,24
279,KTKBANK,INE614B01018,273.85,13.49
280,ORIENTCEM,INE876N01018,133.93,14.51
281,RAYMOND,INE301A01014,591.25,19.86
282,POLYPLEX,INE633B01018,959.65,14.62
283,PINELABS,INE15B701018,155.81,14.32
284,FEDFINA,INE007N01010,149.61,15.92
285,BOMDYEING,INE032A01023,131.77,18.22
286,SGBJUL28IV,IN0020200146,14029.23,10
287,TRIVENI,INE256C01024,451.75,14.81
288,CANHLIFE,INE01TY01017,140.39,9.31
289,MASTEK,INE759A01021,1568,15.51
290,CARTRADE,INE290S01011,2813.4,23.09
291,LODHA,INE670K01029,992.3,16.03
292,RADICO,INE944F01028,3952.6,13.61
293,PERSISTENT,INE262H01021,4330.2,14.87
294,RTNINDIA,INE834M01019,32.79,20.28
295,SGBD29VIII,IN0020210228,14090.01,10
296,GODIGIT,INE03JT01014,316.05,10.36
297,BLUESTONE,INE304W01038,568.15,15.26
298,SMALLCAP,INF769K01LC3,46.36,9
299,NATCOPHARM,INE987B01026,926.2,16.31
300,BANDHANBNK,INE545U01014,205.04,15.62
301,SGBAUG28V,IN0020200161,14031.21,10
302,JSFB,INE953L01027,467.85,16.88
303,MGL,INE002S01010,1162,13.67
304,MAHABANK,INE457A01014,91.2,14.99
305,GODREJIND,INE233A01035,1197.4,17.06
306,FEDERALBNK,INE171A01029,331.4,10.09
307,LLOYDSENGG,INE093R01011,84.2,22.34
308,SEDEMAC,INE00XB01019,2859,11.8
309,BHARTIHEXA,INE343G01021,1456.2,12.3
310,GROWWGOLD,INF666M01OE7,13.64,11.52
311,AIIL,INE206F01022,513.95,22.46
312,HDFCSILVER,INF179KC1DI2,211.5,23.5
313,ALKYLAMINE,INE150B01039,1765.9,16.68
314,PETRONET,INE347G01014,279.1,12.46
315,PACEDIGITK,INE0S3G01027,208.54,14.48
316,ESCORTS,INE042A01014,2945.3,12.95
317,BORORENEW,INE666D01022,612.2,17.71
318,SETFNIF50,INF200KA1FS1,258.16,9
319,SGBN28VIII,IN0020200286,14013.12,10
320,CCAVENUE,INE483S01020,17.31,16.2
321,LIQUIDBETF,INF0QA701854,1088.23,5
322,NOCIL,INE163A01018,178.79,17.41
323,CGPOWER,INE067A01029,976.5,14.05
324,CHOLAFIN,INE121A01024,1803.3,13.9
325,SETFNN50,INF200KA1598,771.1,9
326,M&M,INE101A01026,3130,11.69
327,UNOMINDA,INE405E01023,1088.1,14.27
328,LLOYDSENT,INE080I01025,73.69,23.16
329,JWL,INE209L01016,266.85,19.95
330,SHRIRAMFIN,INE721A01047,1048.1,14.9
331,AWL,INE699H01024,184.2,13.26
332,MMTC,INE123F01029,67.73,20.72
333,HBLENGINE,INE292B01021,822.3,19.56
334,ELGIEQUIP,INE285A01027,605.85,14.75
335,SWIGGY,INE00H001014,246.98,15.37
336,MID150BEES,INF204KB1V68,236.25,9
337,SANDUMA,INE149K01016,206.98,21.11
338,PGHH,INE179A01014,8958.5,9
339,SANSERA,INE953O01021,3165.1,15.99
340,544467,INE301O01023,853.15,10.8
341,TVSMOTOR,INE494B01023,3494,11.2
342,PNCINFRA,INE195J01029,230.71,14.7
343,SDBL,INE480C01038,68.24,21.86
344,GAEL,INE036B01030,162.5,14.08
345,ITCHOTELS,INE379A01028,177.37,11.88
346,SRF,INE647A01010,2739.9,11.91
347,CHALET,INE427F01016,819.65,12.35
348,BANKINDIA,INE084A01016,141.64,13.75
349,ZYDUSLIFE,INE010B01027,1109.2,9.38
350,GABRIEL,INE524A01029,1245.9,20.55
351,CANBK,INE476A01022,126.28,12.81
352,KARURVYSYA,INE036D01028,300.1,14.14
353,ADANIENT,INE423A01024,3143.6,16.08
354,GODFRYPHLP,INE260B01028,2159.6,22.88
355,OILIETF,INF109KC18W3,11.24,9
356,CMPDI,INE05HV01027,265.71,11.68
357,SOBHA,INE671H01015,1410.4,14.79
358,PGHL,INE199A01012,6344.5,9.55
359,PAYTM,INE982J01020,1203.7,17.5
360,CDSL,INE736A01011,1332.4,14.48
361,PIRAMALFIN,INE202B01038,2197.1,10.48
362,SILVERADD,INF740KA1RE3,213.15,22.41
363,MUTHOOTFIN,INE414G01012,2914.9,14.79
364,JKTYRE,INE573A01042,396.5,15.94
365,UBL,INE686F01025,1359.3,9.04
366,TIPSMUSIC,INE716B01029,657.95,14.96
367,SBILIQETF,INF200KB1969,1045.41,5
368,AAVAS,INE216P01012,1518.3,12.45
369,ENGINERSIN,INE510A01028,237.58,18.8
370,DIACABS,INE989C01038,208.73,19.42
371,AFFLE,INE00WC01027,1430.9,13.24
372,VAIBHAVGBL,INE884A01027,233.14,17.64
373,COFORGE,INE591G01025,1370.7,15.83
374,KPRMILL,INE930H01031,1191.6,17.7
375,LIQUIDSHRI,INF680P01422,1111.01,5
376,TVSHLTD,INE105A01035,13748,13.31
377,CYIENTDLM,INE055S01018,464.25,15.92
378,ONGC,INE213A01029,234.99,10.63
379,HEXT,INE093A01041,551.65,14.73
380,ASHAPURMIN,INE348A01023,640,23.6
381,GODREJCP,INE102D01028,1043.6,10.13
382,LGBBROSLTD,INE337A01034,1597.9,14.63
383,GOLDADD,INF740KA1SW3,135.66,11.94
384,ZFCVINDIA,INE342J01019,2485.6,12.91
385,HEROMOTOCO,INE158A01026,4834.9,10.59
386,IONEXCHANG,INE570A01022,414.95,15.64
387,GODREJPROP,INE484J01027,1959.6,15.11
388,RBA,INE07T201019,77.09,12.35
389,IGL,INE203G01027,156.81,12.69
390,GICRE,INE481Y01014,358.95,12.91
391,APOLLOHOSP,INE437A01024,8618.5,9
392,KEC,INE389H01022,521.45,16.48
393,SAIL,INE114A01011,168.27,15.44
394,LICHSGFIN,INE115A01026,554.45,11.17
395,INDIGO,INE646L01027,5399,13.7
396,TATASTEEL,INE081A01020,185.17,11.32
397,SGBMAY29I,IN0020210053,14002.78,10
398,IDBI,INE008A01015,82.28,20.29
399,ZENSARTECH,INE520A01027,426.05,14.25
400,AXISGOLD,INF846K01W80,116.24,13.25
401,FIEMIND,INE737H01014,2256.1,14.43
402,MEDPLUS,INE804L01022,816.55,11.82
403,CARYSIL,INE482D01024,1172.2,19.74
404,YATHARTH,INE0JO301016,856.85,15.41
405,BEML,INE258A01024,1825.7,18.18
406,NUVOCO,INE118D01016,311.3,13.15
407,CUB,INE491A01021,216.05,14.48
408,FIVESTAR,INE128S01021,517.35,16.83
409,RVNL,INE415G01027,237.61,17.11
410,BAJAJFINSV,INE918I01026,1797.6,9.6
411,NEULANDLAB,INE794A01010,18786,18.53
412,GPPL,INE517F01014,151.93,12.93
413,SUNDARMFIN,INE660A01013,4568.9,13.81
414,RBLBANK,INE976G01028,361.8,14.16
415,OLECTRA,INE260D01016,1512.4,19.46
416,HONASA,INE0J5401028,466.5,15.41
417,MINDACORP,INE842C01021,709.5,13.99
418,LUMAXIND,INE162B01018,5282,19.7
419,VINATIORGA,INE410B01037,1324.1,10.35
420,RELIANCE,INE002A01018,1308,9
421,ANURAS,INE930P01018,1270.5,10.79
422,AHLUCONT,INE758C01029,843.9,15.43
423,V2RETAIL,INE945H01021,238.44,18.17
424,SIGNATURE,INE903U01023,756,14.36
425,DEEPAKFERT,INE501A01019,1604.6,18.35
426,HAPPSTMNDS,INE419U01012,336.9,14.05
427,SFL,INE916U01025,736.9,14.87
428,WELSPUNLIV,INE192B01031,165.26,19.2
429,INFY,INE009A01021,985.3,11.68
430,LIQUID,INF769K01KS1,999.99,5
431,RATNAVEER,INE05CZ01011,178.17,19.66
432,HDFCLIQUID,INF179KC1JG3,1067.32,5
433,SHAREINDIA,INE932X01026,138.37,18.04
434,LATENTVIEW,INE0I7C01011,264.25,17.98
435,VARROC,INE665L01035,637.15,15.06
436,KANSAINER,INE531A01024,210.02,10.74
437,VIKRAMSOLR,INE078V01014,178.69,15.02
438,SBIN,INE062A01020,1047.4,9.74
439,METAL,INF769K01LY7,12.51,9.22
440,DELTACORP,INE124G01033,63.8,20.89
441,LINDEINDIA,INE473A01011,7212,12.95
442,PRESTIGE,INE811K01011,1625.3,14.87
443,GRASIM,INE047A01021,3140.4,9
444,NHPC,INE848E01016,79.57,11.65
445,SHILPAMED,INE790G01031,570.75,17.55
446,TECHM,INE669C01036,1362.2,11.3
447,REDINGTON,INE891D01026,273.65,19.22
448,ALKEM,INE540L01014,5567.5,9.19
449,NTPC,INE733E01010,357.9,9
450,JIOFIN,INE758E01017,240.01,11.9
451,PIDILITIND,INE318A01026,1581.9,9
452,HERITGFOOD,INE978A01027,333.2,14.96
453,RENUKA,INE087H01022,23,14.87
454,LICI,INE0J1Y01017,434.7,10.55
455,PPLPHARMA,INE0DK501011,168.54,14.94
456,CENTUM,INE320B01020,3716.8,21.92
457,JINDALSAW,INE324A01032,260.25,19.89
458,JBCHEPHARM,INE572A01036,2298,9.53
459,UNITDSPR,INE854D01024,1352.4,9.9
460,BLACKBUCK,INE0UIZ01018,548.4,17.07
461,SGBNOV26,IN0020180314,14000,10
462,SGBSEP28VI,IN0020200195,14031.4,10
463,JAMNAAUTO,INE039C01032,134.59,16.54
464,BAJAJHFL,INE377Y01014,87.84,9.67
465,CMSINFO,INE925R01014,280.4,11.39
466,ARVINDFASN,INE955V01021,470.25,15.25
467,JAICORPLTD,INE070D01027,114.58,20.72
468,SBICARD,INE018E01016,596.15,10.6
469,KOTAKBANK,INE237A01036,400.45,9
470,JINDRILL,INE742C01031,550.15,21.71
471,TEGA,INE011K01018,1660.4,14.67
472,LOWVOLIETF,INF109KC19U5,21.76,9
473,RUBICON,INE506V01022,1368.2,14.55
474,PHOENIXLTD,INE211B01039,2018.5,12.84
475,AUROPHARMA,INE406A01037,1552.6,11.02
476,MODEFENCE,INF247L01DJ0,104.77,10.51
477,CERA,INE739E01017,6441,12.73
478,ALIVUS,INE03Q201024,1136.4,12.76
479,TBOTEK,INE673O01025,1512,15.98
480,AVANTEL,INE005B01027,179.37,19.96
481,HINDUNILVR,INE030A01027,2182,9
482,LUPIN,INE326A01037,2397.5,9.05
483,ITBEES,INF204KB15V2,28.63,9.56
484,ALPL30IETF,INF109KC17V7,27.36,9
485,SETFGOLD,INF200KA16D8,119.15,11.41
486,AURIONPRO,INE132H01018,856.55,20.39
487,MIDCAPETF,INF769K01IC9,23.33,9
488,SUDARSCHEM,INE659A01023,876.8,16.8
489,KSB,INE999A01023,962.55,12.81
490,LAURUSLABS,INE947Q01028,1493.3,12.88
491,SUPREMEIND,INE195A01028,3221.2,12.37
492,SYMPHONY,INE225D01027,690.3,13.67
493,SGBOCT26,IN0020180249,14100,10
494,HINDOILEXP,INE345A01011,158.32,19.39
495,MON100,INF247L01AP3,329.91,9.16
496,VIPIND,INE054A01027,303.65,16.27
497,PTC,INE877F01012,178.66,14.51
498,HDFCAMC,INE127D01025,2745.8,13.07
499,JUSTDIAL,INE599M01018,548.65,13.2
500,GOLD1,INF174KA1HJ8,116.58,11.56
501,MOSCHIP,INE935B01025,208.12,22.45
502,ACE,INE731H01025,999.1,15.12
503,PTCIL,INE596F01018,17386,16.54
504,THOMASCOOK,INE332A01027,105.93,19.69
505,SGBJ28VIII,IN0020190537,14050,10
506,LIQUIDETF,INF740KA1EU7,1000,5
507,FRACTAL,INE212S01015,875.45,12.69
508,UJJIVANSFB,INE551W01018,61.31,15.81
509,KALYANKJIL,INE303R01014,381.05,18.15
510,SYRMA,INE0DYJ01015,1421.6,18.67
511,BELRISE,INE894V01022,237,13.72
512,BALRAMCHIN,INE119A01028,545.75,13.68
513,PATELENG,INE244B01030,34.44,17.9
514,TATAELXSI,INE670A01012,3587.8,12.94
515,SGBMAR31IV,IN0020220169,14420.39,10
516,DBL,INE917M01012,441.55,15.28
517,SGBJAN30IX,IN0020210236,14138.79,10
518,MOSMALL250,INF247L01CH6,17.9,9
519,LENSKART,INE956O01016,530.55,10.75
520,PNBHOUSING,INE572E01012,1051.8,15.19
521,PSUBNKBEES,INF204KB16I7,95.98,10.16
522,ADANIPORTS,INE742F01042,1848.2,12.76
523,HINDZINC,INE267A01025,524.4,16.62
524,PWL,INE0LP301011,128.87,16.09
525,NYKAA,INE388Y01029,308.65,11.91
526,J&KBANK,INE168A01041,156.2,15.77
527,SHREEJISPG,INE1B6101010,499.2,13.69
528,SGBSEP29VI,IN0020210145,14096.62,10
529,PSB,INE608A01012,24.58,15.9
530,KIMS,INE967H01025,831,13.17
531,VIJAYA,INE043W01024,1369.9,15.67
532,BANCOINDIA,INE213C01025,673.2,21.01
533,METROPOLIS,INE112L01020,541.6,12.27
534,BSLNIFTY,INF209KB19D1,28.11,9
535,HGINFRA,INE926X01010,562.75,16.61
536,PCBL,INE602A01031,319,18.24
537,TATACOMM,INE151A01013,1911.7,13.46
538,GROWWLIQID,INF666M01IP5,109.71,5
539,ATGL,INE399L01023,734,20.11
540,DATAPATTNS,INE0IX101010,4533.5,21.51
541,RAINBOW,INE961O01016,1422.3,10.8
542,METALIETF,INF109KC19W1,12.43,9.01
543,TEXRAIL,INE621L01012,111.97,19.84
544,SUNDRMFAST,INE387A01021,937.35,10.16
545,ASHOKLEY,INE208A01029,162.32,14.95
546,HDFCNIFTY,INF179KC1965,269.94,9
547,AMBER,INE371P01015,7451,19.12
548,SGBDC27VII,IN0020190461,13950,10
549,BDL,INE171Z01026,1379,17.26
550,NV20IETF,INF109KC11V0,13.65,9
551,THYROCARE,INE594H01019,543.4,16.33
552,ASKAUTOLTD,INE491J01022,444.75,13.19
553,TMCV,INE1TAE01010,431.45,12.61
554,FORCEMOT,INE451A01017,18323,21.82
555,BATAINDIA,INE176A01028,682.1,12.81
556,MIDCAPIETF,INF109KC11W8,23.62,9
557,CSBBANK,INE679A01013,338.15,17.54
558,TENNIND,INE19RI01016,603.95,11.66
559,JKCEMENT,INE823G01014,5413,13.24
560,WABAG,INE956G01038,2082.8,17.05
561,AVANTIFEED,INE871C01038,945.1,22.21
562,JYOTICNC,INE980O01024,779.5,19.22
563,ASHOKA,INE442H01029,132.11,17.25
564,RATNAMANI,INE703B01027,2479.8,16.38
565,POLYMED,INE205C01021,1666.1,18.21
566,COROMANDEL,INE169A01031,1993.2,13.35
567,CIEINDIA,INE536H01010,458.9,11.89
568,SGBDEC26,IN0020180389,14058,10
569,GLENMARK,INE935A01035,2161.9,12.03
570,SAMHI,INE08U801020,173.9,15.76
571,LT,INE018A01030,4092.6,10.66
572,STARHEALTH,INE575P01011,586.8,9.91
573,VIYASH,INE807F01027,288.2,18.92
