539,ATGL,INE399L01023,733.45,20.05
540,DATAPATTNS,INE0IX101010,4656.7,21.49
541,RAINBOW,INE961O01016,1420.8,10.77
542,METALIETF,INF109KC19W1,12.53,9
543,TEXRAIL,INE621L01012,112.41,19.78
544,SUNDRMFAST,INE387A01021,946.55,10.15
545,ASHOKLEY,INE208A01029,164.73,14.92
546,HDFCNIFTY,INF179KC1965,271.63,9
547,AMBER,INE371P01015,7403.5,19.07
548,SGBDC27VII,IN0020190461,14300,10
549,BDL,INE171Z01026,1384.9,17.22
550,NV20IETF,INF109KC11V0,13.74,9
551,THYROCARE,INE594H01019,557.2,16.33
552,ASKAUTOLTD,INE491J01022,455.45,13.2
553,TMCV,INE1TAE01010,440.5,12.62
554,FORCEMOT,INE451A01017,19367,21.93
555,BATAINDIA,INE176A01028,698.55,12.83
556,MIDCAPIETF,INF109KC11W8,23.74,9
557,CSBBANK,INE679A01013,351.5,17.59
558,TENNIND,INE19RI01016,605.9,11.63
559,JKCEMENT,INE823G01014,5531.5,13.24
560,WABAG,INE956G01038,2190.3,17.17
561,AVANTIFEED,INE871C01038,947.35,22.15
562,JYOTICNC,INE980O01024,779.8,19.17
563,ASHOKA,INE442H01029,132.37,17.2
564,RATNAMANI,INE703B01027,2484.7,16.33
565,POLYMED,INE205C01021,1732.3,18.26
566,COROMANDEL,INE169A01031,2006.3,13.32
567,CIEINDIA,INE536H01010,474.15,11.95
568,SGBDEC26,IN0020180389,14419,10
569,GLENMARK,INE935A01035,2196,12.02
570,SAMHI,INE08U801020,175.62,15.72
571,LT,INE018A01030,4059.4,10.64
572,STARHEALTH,INE575P01011,588.5,9.89
