Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,02072026,1980061622,0003156
Trade Date <02-JUL-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2686,SMARTEN,ST,13200,13200,100.00
20,2687,SMARTWORKS,EQ,80082,41561,51.90
20,2688,SMCGLOBAL,EQ,762394,338854,44.45
20,2689,SML100CASE,EQ,922504,568594,61.64
20,2690,SMLMAH,EQ,44223,16239,36.72
20,2691,SMLT,EQ,2298,1756,76.41
20,2692,SMSPHARMA,EQ,370094,103172,27.88
20,2693,SMVD,SM,12120,12120,100.00
20,2694,SNEHAA,ST,14000,14000,100.00
20,2695,SNOWMAN,EQ,166262,101206,60.87
20,2696,SNXT30BEES,EQ,11490,7712,67.12
20,2697,SNXT50BETA,EQ,2511,1791,71.33
20,2698,SOBHA,EQ,192952,102116,52.92
20,2699,SOCL,ST,14400,14400,100.00
20,2700,SOLARA,EQ,211961,114645,54.09
20,2701,SOLARINDS,EQ,100525,37056,36.86
20,2702,SOLARWORLD,EQ,99667,61246,61.45
20,2703,SOLEX,EQ,32743,15402,47.04
20,2704,SOMANYCERA,EQ,74834,44084,58.91
20,2705,SOMATEX,EQ,11874,6525,54.95
20,2706,SOMICONVEY,EQ,41594,21086,50.69
20,2707,SONACOMS,EQ,7802225,2436419,31.23
20,2708,SONAL,EQ,7,7,100.00
20,2709,SONAMAC,ST,11000,10000,90.91
20,2710,SONAMLTD,EQ,65507,43631,66.61
20,2711,SONATSOFTW,EQ,26137304,2124742,8.13
20,2712,SONUINFRA,ST,3000,3000,100.00
20,2713,SOTL,EQ,86514,40035,46.28
20,2714,SOUTHBANK,EQ,26554391,7863765,29.61
20,2715,SOUTHWEST,EQ,123223,64390,52.25
20,2716,SPAL,EQ,112186,39768,35.45
20,2717,SPANDANA,EQ,416221,188198,45.22
20,2718,SPARC,EQ,967252,344765,35.64
20,2719,SPCENET,EQ,456803,365295,79.97
20,2720,SPCL,SM,15000,13800,92.00
20,2721,SPEB,ST,2000,2000,100.00
20,2722,SPECIALITY,EQ,47607,31388,65.93
20,2723,SPECTRUM,EQ,15826,7230,45.68
20,2724,SPENCERS,EQ,44031,20150,45.76
20,2725,SPIC,EQ,279711,162749,58.18
20,2726,SPLIL,EQ,11065,7575,68.46
20,2727,SPLPETRO,EQ,54530,37348,68.49
20,2728,SPMLINFRA,EQ,708378,300711,42.45
20,2729,SPORTKING,EQ,144041,83931,58.27
20,2730,SPPPOLY,SM,4000,2000,50.00
20,2731,SPUNWEB,SM,15600,9600,61.54
20,2732,SRD,EQ,9821,7406,75.41
20,2733,SREEL,EQ,4696,3576,76.15
20,2734,SRF,EQ,563679,231083,41.00
20,2735,SRGHFL,EQ,5473,5449,99.56
20,2736,SRHHYPOLTD,EQ,4760,3243,68.13
20,2737,SRIVASAVI,SM,34000,28000,82.35
20,2738,SRM,EQ,169984,92104,54.18
20,2739,SRTL,EQ,38840,26714,68.78
20,2740,SSDL,EQ,22401,15214,67.92
20,2741,SSEGL,SM,20200,12200,60.40
20,2742,SSFL,ST,32500,32500,100.00
20,2743,SSFLPP,E1,197155,181357,91.99
20,2744,SSWL,EQ,837342,345738,41.29
20,2745,STALLION,EQ,937627,339079,36.16
20,2746,STANLEY,EQ,293074,127824,43.61
20,2747,STAR,EQ,186169,82018,44.06
20,2748,STARCEMENT,EQ,157563,87332,55.43
20,2749,STARHEALTH,EQ,241255,111430,46.19
20,2750,STARPAPER,EQ,3268,2664,81.52
20,2751,STARTECK,EQ,6158,252,4.09
20,2752,STCINDIA,EQ,46086,15566,33.78
20,2753,STEELCAS,EQ,72861,35626,48.90
20,2754,STEELCITY,EQ,12773,8776,68.71
20,2755,STEELXIND,EQ,931806,551323,59.17
20,2756,STEL,EQ,5046,3483,69.02
20,2757,STOVEKRAFT,EQ,68234,36775,53.90
20,2758,STRIDERS,SM,20800,14400,69.23
20,2759,STUDDS,EQ,85629,43228,50.48
20,2760,STUDIOLSD,ST,10000,10000,100.00
20,2761,STYL,EQ,130197,66369,50.98
20,2762,STYLAMIND,EQ,12371,6427,51.95
20,2763,STYRENIX,EQ,12290,6478,52.71
20,2764,SUBAHOTELS,SM,93600,55200,58.97
20,2765,SUBROS,EQ,91492,38804,42.41
20,2766,SUDARCOLOR,EQ,7943,4966,62.52
20,2767,SUDARSCHEM,EQ,61217,28938,47.27
20,2768,SUDEEPPHRM,EQ,88921,54763,61.59
20,2769,SUKHJITS,EQ,6427,4891,76.10
20,2770,SULA,EQ,297939,157923,53.01
20,2771,SUMEETINDS,EQ,7666000,383946,5.01
20,2772,SUMICHEM,EQ,206864,122884,59.40
20,2773,SUMMITSEC,EQ,5850,3360,57.44
20,2774,SUNCLAY,EQ,3662,1804,49.26
20,2775,SUNDARAM,EQ,225779,126575,56.06
20,2776,SUNDARMFIN,EQ,42117,23691,56.25
20,2777,SUNDRMFAST,EQ,96109,59618,62.03
20,2778,SUNDROP,EQ,20386,18486,90.68
20,2779,SUNFLAG,EQ,461975,196006,42.43
20,2780,SUNLITE,ST,6300,5700,90.48
20,2781,SUNPHARMA,EQ,1485296,940077,63.29
20,2782,SUNTECH,ST,1600,1600,100.00
20,2783,SUNTECK,EQ,223620,131544,58.82
20,2784,SUNTV,EQ,209263,109524,52.34
20,2785,SUPERHOUSE,EQ,3506,2268,64.69
20,2786,SUPRAJIT,EQ,67523,36580,54.17
20,2787,SUPREME,EQ,14778,8549,57.85
20,2788,SUPREMEIND,EQ,360647,217001,60.17
20,2789,SUPREMEINF,EQ,118624,52756,44.47
20,2790,SUPREMEPWR,ST,24500,22500,91.84
20,2791,SUPRIYA,EQ,342595,119146,34.78
20,2792,SURAJEST,EQ,100629,56080,55.73
20,2793,SURAJLTD,EQ,63,63,100.00
20,2794,SURAKSHA,EQ,41659,25671,61.62
20,2795,SURANASOL,EQ,79760,52393,65.69
20,2796,SURANAT&P,EQ,106350,78984,74.27
20,2797,SURANI,ST,8400,8400,100.00
20,2798,SURYALA,EQ,869,573,65.94
20,2799,SURYALAXMI,EQ,55167,45528,82.53
20,2800,SURYAROSNI,EQ,483443,284047,58.76
20,2801,SURYODAY,EQ,1104756,477797,43.25
20,2802,SUTLEJTEX,EQ,37373,22411,59.97
20,2803,SUVEN,EQ,4099357,1277296,31.16
20,2804,SUVIDHAA,EQ,62267,45917,73.74
20,2805,SUYOG,EQ,141947,86874,61.20
20,2806,SUZLON,EQ,51175497,17553360,34.30
20,2807,SWANCORP,EQ,562155,285825,50.84
20,2808,SWARAJ,SM,84000,37500,44.64
20,2809,SWARAJENG,EQ,56022,35637,63.61
20,2810,SWASTIK,ST,8400,8400,100.00
20,2811,SWELECTES,EQ,7276,3669,50.43
20,2812,SWIGGY,EQ,10730464,5148530,47.98
20,2813,SWSOLAR,EQ,1237591,456830,36.91
20,2814,SYLVANPLY,SM,16000,14000,87.50
20,2815,SYMPHONY,EQ,82037,54576,66.53
20,2816,SYNCOMF,EQ,2169316,1081299,49.85
20,2817,SYNGENE,EQ,581331,336333,57.86
20,2818,SYNOPTICS,SM,5400,5400,100.00
20,2819,SYRMA,EQ,1056579,380494,36.01
20,2820,SYSTANGO,SM,34800,23200,66.67
20,2821,TAALTECH,EQ,12128,4299,35.45
20,2822,TAC,SM,24600,18800,76.42
20,2823,TAINWALCHM,EQ,22,19,86.36
20,2824,TAJGVK,EQ,63706,33722,52.93
20,2825,TALBROAUTO,EQ,288028,118866,41.27
20,2826,TANKUP,ST,500,500,100.00
20,2827,TANLA,EQ,372943,125337,33.61
20,2828,TARACHAND,EQ,46822,18807,40.17
20,2829,TARAPUR,EQ,25265,13958,55.25
20,2830,TARC,EQ,208575,123198,59.07
20,2831,TARIL,EQ,3589708,1253082,34.91
20,2832,TARMAT,EQ,27962,24085,86.13
20,2833,TARSONS,EQ,86028,32190,37.42
20,2834,TASTYBITE,EQ,9082,3874,42.66
20,2835,TATACAP,EQ,1466569,622422,42.44
20,2836,TATACHEM,EQ,506789,253230,49.97
20,2837,TATACOMM,EQ,704700,427479,60.66
20,2838,TATACONSUM,EQ,2315853,1384647,59.79
20,2839,TATAELXSI,EQ,560469,174776,31.18
20,2840,TATAGOLD,EQ,42987500,14198943,33.03
20,2841,TATAINVEST,EQ,194935,94081,48.26
20,2842,TATAPOWER,EQ,8842116,5206973,58.89
20,2843,TATASTEEL,EQ,29139217,16889685,57.96
20,2844,TATATECH,EQ,4407377,651668,14.79
20,2845,TATSILV,EQ,62066524,22373055,36.05
20,2846,TATVA,EQ,96475,47252,48.98
20,2847,TAURIAN,SM,30400,20000,65.79
20,2848,TBI,SM,10800,7800,72.22
20,2849,TBOTEK,EQ,1830665,1275684,69.68
20,2850,TBZ,EQ,230769,99426,43.08
20,2851,TCC,EQ,4576,2597,56.75
20,2852,TCI,EQ,29436,15875,53.93
20,2853,TCIEXP,EQ,46915,16723,35.65
20,2854,TCL,SM,36000,32000,88.89
20,2855,TCPLPACK,EQ,2693,1115,41.40
20,2856,TCS,EQ,6040621,2843436,47.07
20,2857,TDPOWERSYS,EQ,746935,309341,41.41
20,2858,TEAMGTY,EQ,117,81,69.23
20,2859,TEAMLEASE,EQ,71888,56348,78.38
20,2860,TEAMTECH,SM,88000,48000,54.55
20,2861,TECH,EQ,104948,80780,76.97
20,2862,TECHD,ST,15300,14100,92.16
20,2863,TECHERA,SM,73600,40800,55.43
20,2864,TECHLABS,ST,18875,17125,90.73
20,2865,TECHM,EQ,3034626,1168289,38.50
20,2866,TECHNOE,EQ,149506,80958,54.15
20,2867,TECHNVISN,EQ,740,629,85.00
20,2868,TECILCHEM,EQ,1587,1185,74.67
20,2869,TEGA,EQ,35422,19046,53.77
20,2870,TEJASNET,EQ,2025052,579809,28.63
20,2871,TEMBO,EQ,150208,80252,53.43
20,2872,TENNIND,EQ,938388,532802,56.78
20,2873,TERASOFT,EQ,11327,6784,59.89
20,2874,TEXINFRA,EQ,139158,86988,62.51
20,2875,TEXMOPIPES,EQ,52820,37354,70.72
20,2876,TEXRAIL,EQ,3685146,1294050,35.12
20,2877,TFCILTD,EQ,2509070,1650409,65.78
20,2878,TFL,EQ,9217,7125,77.30
20,2879,TGBHOTELS,EQ,7731,7724,99.91
20,2880,TGL,SM,26400,23400,88.64
20,2881,THANGAMAYL,EQ,436902,97094,22.22
20,2882,THEINVEST,EQ,5925,3738,63.09
20,2883,THEJO,EQ,4890,2527,51.68
20,2884,THELEELA,EQ,133929,64567,48.21
20,2885,THEMISMED,EQ,1924896,247702,12.87
20,2886,THERMAX,EQ,397715,137489,34.57
20,2887,THESL,ST,6000,6000,100.00
20,2888,THOMASCOOK,EQ,872129,378377,43.39
20,2889,THOMASCOTT,EQ,28157,17113,60.78
20,2890,THYROCARE,EQ,183823,99003,53.86
20,2891,TI,EQ,375234,253484,67.55
20,2892,TICL,EQ,804775,481078,59.78
20,2893,TIIL,EQ,3897,2195,56.33
20,2894,TIINDIA,EQ,297923,164705,55.28
20,2895,TIJARIA,EQ,13465,9527,70.75
20,2896,TIL,EQ,175878,106331,60.46
20,2897,TIMESCAN,SM,2000,2000,100.00
20,2898,TIMETECHNO,EQ,6225166,1328741,21.34
20,2899,TIMEX,EQ,310723,133178,42.86
20,2900,TIMKEN,EQ,38142,19679,51.59
20,2901,TINNARUBR,EQ,42434,21352,50.32
20,2902,TIPSFILMS,EQ,818,427,52.20
20,2903,TIPSMUSIC,EQ,552506,185527,33.58
20,2904,TIRUMALCHM,EQ,1046969,466171,44.53
20,2905,TIRUPATIFL,EQ,4918939,2367988,48.14
20,2906,TITAGARH,EQ,365403,119965,32.83
20,2907,TITAN,EQ,820705,454154,55.34
20,2908,TMB,EQ,472291,135548,28.70
20,2909,TMCV,EQ,9536526,4692218,49.20
20,2910,TMPV,EQ,10423984,5041773,48.37
20,2911,TNIDETF,EQ,64999,48775,75.04
20,2912,TNPETRO,EQ,187606,85766,45.72
20,2913,TNPL,EQ,27984,18066,64.56
20,2914,TNTELE,EQ,7726,6822,88.30
20,2915,TOLINS,EQ,607285,212924,35.06
20,2916,TOP100CASE,EQ,1219683,1059160,86.84
20,2917,TOP10ADD,EQ,32998,11917,36.11
20,2918,TOP15IETF,EQ,68393,53079,77.61
20,2919,TOP20,EQ,23472,16350,69.66
20,2920,TORNTPHARM,EQ,227461,126021,55.40
20,2921,TORNTPOWER,EQ,316300,175372,55.44
20,2922,TOTAL,EQ,40231,32784,81.49
20,2923,TOUCHWOOD,EQ,847,683,80.64
20,2924,TPHQ,EQ,624336,255338,40.90
20,2925,TPLPLASTEH,EQ,30159,19040,63.13
20,2926,TRACXN,EQ,124271,79725,64.15
20,2927,TRANSPEK,EQ,5414,3454,63.80
20,2928,TRANSRAILL,EQ,359492,148889,41.42
20,2929,TRANSTEEL,SM,97000,54000,55.67
20,2930,TRAVELFOOD,EQ,19630,11887,60.56
20,2931,TREEHOUSE,EQ,35287,33175,94.01
20,2932,TREJHARA,EQ,8468,6457,76.25
20,2933,TREL,EQ,98981,56492,57.07
20,2934,TRENT,EQ,1092281,465315,42.60
20,2935,TRF,EQ,12836,7665,59.71
20,2936,TRIDENT,EQ,10025590,3469379,34.61
20,2937,TRIDHYA,ST,6000,6000,100.00
20,2938,TRIGYN,EQ,30592,17736,57.98
20,2939,TRITURBINE,EQ,696873,374688,53.77
20,2940,TRIVENI,EQ,1491782,743243,49.82
20,2941,TROM,ST,3000,3000,100.00
20,2942,TRU,EQ,226235,198210,87.61
20,2943,TRUALT,EQ,92245,45677,49.52
20,2944,TRUST,SM,4200,4200,100.00
20,2945,TSC,SM,2000,2000,100.00
20,2946,TSFINV,EQ,168382,95744,56.86
20,2947,TTKHLTCARE,EQ,1126,763,67.76
20,2948,TTKPRESTIG,EQ,206241,88495,42.91
20,2949,TTL,EQ,59488,32988,55.45
20,2950,TTML,EQ,1904885,634143,33.29
20,2951,TUNWAL,SM,96000,64000,66.67
20,2952,TURTLEMINT,EQ,3119289,847728,27.18
20,2953,TVSELECT,EQ,49569,18085,36.48
20,2954,TVSHLTD,EQ,6712,2751,40.99
20,2955,TVSMNCRPS,P1,78256,73192,93.53
20,2956,TVSMOTOR,EQ,1765454,818857,46.38
20,2957,TVSSCS,EQ,330627,158178,47.84
20,2958,TVSSRICHAK,EQ,14004,5578,39.83
20,2959,TVTODAY,EQ,72537,39395,54.31
20,2960,TVVISION,EQ,6376,6126,96.08
20,2961,TWCGOLDETF,EQ,1772,1572,88.71
20,2962,UBL,EQ,125644,62194,49.50
20,2963,UCAL,EQ,18158,14512,79.92
20,2964,UCL,ST,2000,2000,100.00
20,2965,UCOBANK,EQ,6088262,1722516,28.29
20,2966,UDS,EQ,474967,233522,49.17
20,2967,UEL,EQ,3456,1517,43.89
20,2968,UFBL,EQ,129219,87136,67.43
20,2969,UFLEX,EQ,72129,41317,57.28
20,2970,UFO,EQ,49650,25727,51.82
20,2971,UGARSUGAR,EQ,138043,71831,52.04
20,2972,UGROCAP,EQ,143145,94357,65.92
20,2973,UJJIVANSFB,EQ,21654315,13620571,62.90
20,2974,ULTRACEMCO,EQ,137631,72867,52.94
20,2975,ULTRAMAR,EQ,107037,101676,94.99
20,2976,UMA,SM,8000,8000,100.00
20,2977,UMESLTD,EQ,140429,121094,86.23
20,2978,UMIYA-MRO,EQ,11499,9577,83.29
20,2979,UNICHEMLAB,EQ,46773,17818,38.09
20,2980,UNIECOM,EQ,503341,341464,67.84
20,2981,UNIENTER,EQ,22641,14949,66.03
20,2982,UNIHEALTH,ST,24000,22500,93.75
20,2983,UNIMECH,EQ,190465,77258,40.56
20,2984,UNIONBANK,EQ,17815906,8960372,50.29
20,2985,UNIONGOLD,EQ,8805,6709,76.20
20,2986,UNIPARTS,EQ,116977,68956,58.95
20,2987,UNITDSPR,EQ,320446,161771,50.48
20,2988,UNITECH,EQ,2938767,2053372,69.87
20,2989,UNITEDTEA,EQ,760,671,88.29
20,2990,UNIVCABLES,EQ,125145,48205,38.52
20,2991,UNOMINDA,EQ,575290,274120,47.65
20,2992,UPL,EQ,1686853,701731,41.60
20,2993,URAVIDEF,EQ,415955,189239,45.50
20,2994,URBAN,SM,12800,10400,81.25
20,2995,URBANCO,EQ,3466595,1462091,42.18
20,2996,URJA,EQ,1198057,497309,41.51
20,2997,USHAMART,EQ,420517,244880,58.23
20,2998,USK,EQ,15832,11215,70.84
20,2999,UTIAMC,EQ,261444,150508,57.57
20,3000,UTKAL,SM,6000,6000,100.00
20,3001,UTKARSHBNK,EQ,38701582,13955355,36.06
20,3002,UTLSOLAR,EQ,1550818,857313,55.28
20,3003,UTSSAV,ST,127800,124200,97.18
20,3004,UTTAMSUGAR,EQ,52260,30952,59.23
20,3005,UYFINCORP,EQ,239770,148065,61.75
20,3006,V2RETAIL,EQ,5768070,1893516,32.83
20,3007,VADILALIND,EQ,9798,5554,56.69
20,3008,VAIBHAVGBL,EQ,265260,89888,33.89
20,3009,VAKRANGEE,EQ,1817990,1175059,64.64
20,3010,VAL30IETF,EQ,361961,238408,65.87
20,3011,VALUE,EQ,99137,70028,70.64
20,3012,VALUE360,SM,27600,18000,65.22
20,3013,VAML,EQ,12651897,6599013,52.16
20,3014,VARDHACRLC,EQ,39657,27381,69.04
20,3015,VARDMNPOLY,EQ,1845133,1721898,93.32
20,3016,VARROC,EQ,240405,95298,39.64
20,3017,VASWANI,EQ,42262,11900,28.16
20,3018,VBL,EQ,5284923,3377532,63.91
20,3019,VCL,EQ,307759,234147,76.08
20,3020,VDEAL,SM,1200,1200,100.00
20,3021,VEDL,EQ,11185934,5548206,49.60
20,3022,VEDPOWER,EQ,180663243,54487380,30.16
20,3023,VEEDOL,EQ,5907,3444,58.30
20,3024,VEEKAYEM,ST,4500,4000,88.89
20,3025,VELJAN,EQ,51188,14693,28.70
20,3026,VENKEYS,EQ,29675,15718,52.97
20,3027,VENTIVE,EQ,11817,6889,58.30
20,3028,VENUSPIPES,EQ,105765,46658,44.11
20,3029,VERANDA,EQ,591975,336545,56.85
20,3030,VERITAAS,SM,1200,1200,100.00
20,3031,VERTEXPLUS,SM,2400,2400,100.00
20,3032,VESUVIUS,EQ,749818,244869,32.66
20,3033,VGINFOTECH,SM,15000,11000,73.33
20,3034,VGL,EQ,27730,9561,34.48
20,3035,VGUARD,EQ,101565,64845,63.85
20,3036,VHL,EQ,405,321,79.26
20,3037,VICTORYEV,ST,6000,6000,100.00
20,3038,VIDHIING,EQ,9172,6298,68.67
20,3039,VIDYAWIRES,EQ,1577343,733864,46.53
20,3040,VIESL,SM,12000,8000,66.67
20,3041,VIGOR,ST,28800,27200,94.44
20,3042,VIJAYA,EQ,382382,160182,41.89
20,3043,VIJAYPD,ST,44000,44000,100.00
20,3044,VIKASECO,EQ,3382158,1857861,54.93
20,3045,VIKASLIFE,EQ,1512813,778288,51.45
20,3046,VIKRAMSOLR,EQ,7318015,3681555,50.31
20,3047,VIKRAN,EQ,2352160,892839,37.96
20,3048,VILAS,SM,75000,51250,68.33
20,3049,VILINBIO,ST,12000,12000,100.00
20,3050,VIMTALABS,EQ,90114,42242,46.88
20,3051,VINATIORGA,EQ,140255,104897,74.79
20,3052,VINCOFE,EQ,2765691,1029658,37.23
20,3053,VINDHYATEL,EQ,38642,16329,42.26
20,3054,VINNY,EQ,492494,405863,82.41
20,3055,VINSYS,ST,13500,12750,94.44
20,3056,VINYAS,SM,34400,26100,75.87
20,3057,VINYLINDIA,EQ,8598,6326,73.58
20,3058,VIPIND,EQ,276792,126090,45.55
20,3059,VIPULLTD,EQ,1974909,843532,42.71
20,3060,VIRINCHI,EQ,40446,26031,64.36
20,3061,VISAKAIND,EQ,65045,35325,54.31
20,3062,VISHNU,EQ,133089,77196,58.00
20,3063,VISHNUINFR,SM,16500,16500,100.00
20,3064,VISHWARAJ,EQ,102297,82083,80.24
20,3065,VISHWAS,ST,1600,1600,100.00
20,3066,VISL,EQ,27127939,23062758,85.01
20,3067,VIVIDEL,ST,24240,24240,100.00
20,3068,VIVIDHA,EQ,310386,168803,54.38
20,3069,VIVO,SM,3200,1600,50.00
20,3070,VIYASH,EQ,3207142,1763520,54.99
20,3071,VLSFINANCE,EQ,11629,7155,61.53
20,3072,VMARCIND,SM,39000,22250,57.05
20,3073,VMART,EQ,503626,207545,41.21
20,3074,VMM,EQ,15415287,7097028,46.04
20,3075,VOEPL,EQ,97342,63365,65.10
20,3076,VOGL,EQ,393536150,124284771,31.58
20,3077,VOLERCAR,SM,6400,5600,87.50
20,3078,VOLTAMP,EQ,36519,14568,39.89
20,3079,VOLTAS,EQ,494819,228099,46.10
20,3080,VR,SM,800,800,100.00
20,3081,VRAJ,EQ,17337,5381,31.04
20,3082,VRLLOG,EQ,59021,29841,50.56
20,3083,VSCL,ST,24000,21000,87.50
20,3084,VSSL,EQ,18940,11101,58.61
20,3085,VSTIND,EQ,274995,177777,64.65
20,3086,VSTL,EQ,8447,6114,72.38
20,3087,VSTTILLERS,EQ,10345,6148,59.43
20,3088,VTL,EQ,334121,180998,54.17
20,3089,WAAREEENER,EQ,599536,263648,43.98
20,3090,WAAREEINDO,EQ,36248,30519,84.19
20,3091,WAAREERTL,EQ,216616,89693,41.41
20,3092,WABAG,EQ,1496365,586997,39.23
20,3093,WAKEFIT,EQ,568194,284131,50.01
20,3094,WALCHANNAG,EQ,1866212,757383,40.58
20,3095,WALPAR,SM,12000,12000,100.00
20,3096,WANBURY,EQ,147275,68942,46.81
20,3097,WCIL,EQ,35618,22840,64.12
20,3098,WEALTH,EQ,1779,1413,79.43
20,3099,WEBELSOLAR,EQ,2504973,1544319,61.65
20,3100,WEIZMANIND,EQ,1669,1357,81.31
20,3101,WEL,EQ,235673,90309,38.32
20,3102,WELCORP,EQ,289496,117175,40.48
20,3103,WELENT,EQ,533601,303522,56.88
20,3104,WELSPLSOL,EQ,988174,550535,55.71
20,3105,WELSPUNLIV,EQ,1425211,609938,42.80
20,3106,WENDT,EQ,4634,2358,50.88
20,3107,WESTLIFE,EQ,57814,25728,44.50
20,3108,WEWORK,EQ,379354,160325,42.26
20,3109,WHEELS,EQ,212431,55733,26.24
20,3110,WHIRLPOOL,EQ,70279,33744,48.01
20,3111,WHITEFORCE,ST,3200,1600,50.00
20,3112,WILLAMAGOR,EQ,2869,2864,99.83
20,3113,WINDLAS,EQ,63491,38733,61.01
20,3114,WINDMACHIN,EQ,45200,24487,54.17
20,3115,WIPL,EQ,2529,1993,78.81
20,3116,WIPRO,EQ,43447174,17510300,40.30
20,3117,WOCKPHARMA,EQ,902283,336638,37.31
20,3118,WOL3D,ST,2000,2000,100.00
20,3119,WOMANCART,SM,10400,8000,76.92
20,3120,WONDERLA,EQ,126787,106595,84.07
20,3121,WORTHPERI,EQ,2700,2185,80.93
20,3122,WPIL,EQ,25757,13861,53.81
20,3123,WSI,EQ,33856,29004,85.67
20,3124,WSTCSTPAPR,EQ,121999,53194,43.60
20,3125,WTICAB,SM,25500,17500,68.63
20,3126,XCHANGING,EQ,151571,76245,50.30
20,3127,XELPMOC,EQ,4883,3822,78.27
20,3128,XPROINDIA,EQ,151135,64624,42.76
20,3129,XTGLOBAL,EQ,83938,51013,60.77
20,3130,YAAP,ST,10000,8000,80.00
20,3131,YASHO,EQ,55119,26391,47.88
20,3132,YASHOPTICS,SM,17600,13600,77.27
20,3133,YATHARTH,EQ,148558,66926,45.05
20,3134,YATRA,EQ,1120457,586541,52.35
20,3135,YESBANK,EQ,57142326,22409447,39.22
20,3136,YUDIZ,SM,800,800,100.00
20,3137,YUKEN,EQ,6637,4690,70.66
20,3138,ZAGGLE,EQ,562384,247963,44.09
20,3139,ZEAL,SM,4800,3000,62.50
20,3140,ZEEL,EQ,51620794,14236123,27.58
20,3141,ZEEMEDIA,EQ,1390888,752761,54.12
20,3142,ZENITHDRUG,SM,38400,20800,54.17
20,3143,ZENITHEXPO,EQ,72,40,55.56
20,3144,ZENITHSTL,EQ,26670,21262,79.72
20,3145,ZENSARTECH,EQ,39267128,2021836,5.15
20,3146,ZENTEC,EQ,590077,223196,37.82
20,3147,ZFCVINDIA,EQ,217234,128734,59.26
20,3148,ZFSTEERING,EQ,2391,1434,59.97
20,3149,ZODIACLOTH,EQ,8523,5620,65.94
20,3150,ZOTA,EQ,46742,26905,57.56
20,3151,ZSARACOM,EQ,31,22,70.97
20,3152,ZTECH,SM,17700,14400,81.36
20,3153,ZUARI,EQ,131316,47402,36.10
20,3154,ZUARIIND,EQ,38722,19938,51.49
20,3155,ZYDUSLIFE,EQ,586078,299533,51.11
20,3156,ZYDUSWELL,EQ,2140096,850737,39.75
