512499,EQ,M,2026121,0.30
512527,BL,M,2026121,984.00
512527,EQ,M,2026121,984.00
512565,BL,M,2026121,48.38
512565,EQ,M,2026121,48.38
512587,BL,M,2026121,42.40
512587,EQ,M,2026121,42.40
512589,BL,M,2026121,173.46
512589,EQ,M,2026121,173.46
512591,BL,M,2026121,0.64
512591,EQ,M,2026121,0.64
512595,BL,M,2026121,62.89
512595,EQ,M,2026121,62.89
512600,BL,M,2026121,105.48
512600,EQ,M,2026121,105.48
512604,BL,M,2026121,7.80
512604,EQ,M,2026121,7.80
512618,BL,M,2026121,11.94
512618,EQ,M,2026121,11.94
512624,BL,M,2026121,6.20
512624,EQ,M,2026121,6.20
512634,BL,M,2026121,192.00
512634,EQ,M,2026121,192.00
513005,BL,M,2026121,46.43
513005,EQ,M,2026121,46.43
513043,BL,M,2026121,213.36
513043,EQ,M,2026121,213.36
513059,BL,M,2026121,17.40
513059,EQ,M,2026121,17.40
