MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,ST,SOCL,SUNDREX OIL COMPANY LTD,        24.50,        24.50,        25.70,        24.00,        24.15,                   351280.00,14400, ,        68.80,        23.65
N,ST,SUNLITE,SUNLITE RECYCLING IND LTD,       445.75,       451.00,       457.80,       447.00,       453.50,                  2854410.00,6300, ,       583.55,       142.20
N,ST,SUNTECH,SUNTECH INFRA SOLUTIONS L,        34.70,        36.00,        36.00,        36.00,        36.00,                    57600.00,1600, ,       110.00,        30.00
N,SM,SFML,SUPREME FACILITY MGMT LTD,        23.35,        23.00,        23.95,        22.10,        22.30,                   254160.00,11200, ,        43.50,        16.50
N,ST,SUPREMEPWR,SUPREME POWER EQUIPMENT L,       247.10,       249.90,       250.00,       244.75,       247.80,                  6056125.00,24500, ,       291.35,       130.55
N,ST,SURANI,SURANI STEEL TUBES LTD.,       106.00,       111.00,       111.00,       100.70,       100.95,                   863190.00,8400, ,       143.60,        47.30
N,SM,SWARAJ,SWARAJ SUITING LIMITED,       295.90,       294.00,       304.00,       294.00,       297.45,                 25098525.00,84000, ,       318.95,       158.50
N,ST,SWASTIK,SWASTIK PIPE LIMITED,        15.40,        14.65,        14.65,        14.65,        14.65,                   123060.00,8400, ,        36.95,        12.50
N,SM,SYLVANPLY,SYLVAN PLYBOARD (INDIA) L,        57.75,        60.60,        60.60,        60.55,        60.60,                   969500.00,16000, ,        93.80,        40.00
N,SM,SYNOPTICS,SYNOPTICS TECHNOLOGIES L,        65.55,        68.70,        68.80,        68.65,        68.80,                   371190.00,5400, ,       112.35,        39.65
N,SM,SYSTANGO,SYSTANGO TECHNOLOGIES LTD,       218.55,       222.80,       223.65,       214.00,       215.60,                  7595820.00,34800, ,       411.00,       204.25
N,SM,TAC,TAC INFOSEC LIMITED,       388.30,       386.10,       396.95,       385.00,       387.70,                  9584650.00,24600, ,      1420.00,       347.40
G,ST,TANKUP,TANKUP ENGINEERS LIMITED,      1039.90,      1060.65,      1060.65,      1060.65,      1060.65,                   530325.00,500, ,      1071.40,       295.00
N,SM,TAURIAN,TAURIAN MPS LIMITED,       304.95,       309.40,       309.60,       290.95,       292.25,                  9097120.00,30400, ,       425.00,       192.00
N,SM,TBI,TBI CORN LIMITED,        66.05,        65.30,        67.40,        65.30,        66.70,                   716340.00,10800, ,       131.35,        55.00
N,SM,TEAMTECH,TEAMTECH FORMWORK SOL LTD,       109.90,       107.20,       113.00,       106.00,       112.60,                  9712200.00,88000, ,       113.00,        68.25
N,ST,TECHD,TECHD CYBERSECURITY LTD,       595.80,       595.80,       600.00,       580.00,       585.35,                  8985975.00,15300, ,       843.60,       360.00
N,SM,TECHERA,TECHERA ENGINEER (IND) L,       159.75,       166.50,       167.50,       154.30,       156.80,                 12045360.00,73600, ,       325.70,       127.55
N,SM,TGL,TEERTH GOPICON LIMITED,        14.80,        14.80,        15.50,        14.80,        15.50,                   407300.00,26400, ,       146.50,        14.80
N,SM,TCL,THAAI CASTING LIMITED,        99.30,       100.00,       106.60,       100.00,       105.40,                  3771040.00,36000, ,       137.00,        74.05
N,ST,THESL,THINKING HATS ENTER SOL L,        13.00,        13.00,        13.00,        13.00,        13.00,                    78000.00,6000, ,        43.50,        11.40
N,SM,TIMESCAN,TIMESCAN LOGISTICS IND L,        39.95,        41.90,        41.90,        41.90,        41.90,                    83800.00,2000, ,        69.05,        38.95
N,SM,TRANSTEEL,TRANSTEEL SEATING TECH L,       129.75,       130.00,       139.80,       130.00,       136.10,                 13222350.00,97000, ,       169.00,       112.00
N,ST,TECHLABS,TRIDENT TECHLABS LIMITED,       107.10,       107.00,       109.90,       105.00,       109.15,                  2042675.00,18875, ,       660.00,       105.00
N,ST,TRIDHYA,TRIDHYA TECH LIMITED,        11.20,        10.65,        10.65,        10.65,        10.65,                    63900.00,6000, ,        22.20,         6.30
N,ST,TROM,TROM INDUSTRIES LIMITED,        63.00,        65.90,        66.15,        65.90,        66.15,                   198090.00,3000, ,       109.80,        42.90
N,SM,TRUST,TRUST FINTECH LIMITED,        30.95,        30.75,        31.25,        30.75,        31.25,                   130380.00,4200, ,        77.00,        27.55
N,SM,TSC,TSC INDIA LIMITED,        27.00,        28.85,        28.85,        28.85,        28.85,                    57700.00,2000, ,        79.30,        25.25
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,        27.65,        27.90,        28.00,        27.05,        27.15,                  2632600.00,96000, ,        49.80,        25.15
N,SM,UMA,UMA CONVERTER LIMITED,        17.75,        17.55,        17.55,        17.25,        17.25,                   139200.00,8000, ,        27.65,        14.50
N,ST,UNIHEALTH,UNIHEALTH HOSPITALS LTD,       612.00,       612.00,       636.00,       600.00,       626.45,                 14796150.00,24000, ,       636.00,       133.65
N,SM,URBAN,URBAN ENVIRO WASTE MGMT L,       130.40,       130.00,       130.40,       128.60,       128.60,                  1660480.00,12800, ,       193.20,       114.00
G,ST,UCL,USHANTI COLOUR CHEM LTD,       201.95,       197.95,       197.95,       197.95,       197.95,                   395900.00,2000, ,       201.95,        38.00
N,SM,UTKAL,UTKAL SPEC INDUS INDIA L,        39.75,        35.80,        35.80,        35.80,        35.80,                   214800.00,6000, ,        66.00,        35.80
N,ST,UTSSAV,UTSSAV CZ GOLD JEWELS LTD,       462.00,       480.90,       485.10,       465.10,       485.10,                 61465320.00,127800, ,       485.10,       160.05
N,SM,VMARCIND,V MARC INDIA LIMITED,      1596.05,      1600.00,      1621.80,      1542.00,      1560.30,                 61955875.00,39000, ,      1708.00,       330.00
N,SM,VR,V R INFRASPACE LIMITED,       113.15,       111.00,       111.00,       110.00,       110.00,                    88400.00,800, ,       225.00,       103.05
N,ST,VSCL,VADIVARHE SPCLTY CHEM LTD,        30.30,        30.30,        31.80,        29.00,        29.10,                   729450.00,24000, ,        33.00,        16.05
N,SM,MADHAVBAUG,VAIDYA SANE AYUR LAB LTD,       183.25,       187.00,       187.00,       187.00,       187.00,                   598400.00,3200, ,       335.00,       150.00
N,SM,VALUE360,VALUE 360 COMMUNICATION L,        88.80,        88.80,        89.00,        86.25,        86.85,                  2427420.00,27600, ,        90.00,        67.35
N,SM,DENTALKART,VASA DENTICITY LIMITED,       380.50,       389.00,       390.00,       378.50,       383.45,                  4712787.50,12250, ,       690.00,       322.50
N,SM,VDEAL,VDEAL SYSTEM LIMITED,       162.00,       166.00,       166.00,       164.00,       164.00,                   198000.00,1200, ,       260.00,       150.00
N,ST,VEEKAYEM,VEEKAYEM FASH & APP LTD,       133.00,       139.65,       139.65,       126.90,       136.75,                   614350.00,4500, ,       318.00,        79.80
N,SM,VERITAAS,VERITAAS ADVERTISING LTD,        37.00,        38.25,        38.25,        38.25,        38.25,                    45900.00,1200, ,        86.65,        34.50
N,SM,VERTEXPLUS,VERTEXPLUS TECHNOLOGIES L,        42.55,        44.65,        44.65,        44.65,        44.65,                   107160.00,2400, ,       149.80,        35.95
N,ST,VICTORYEV,VICTORY ELEC VEHICL INT L,        17.05,        17.15,        17.15,        17.15,        17.15,                   102900.00,6000, ,        34.45,        13.70
N,ST,VIGOR,VIGOR PLAST INDIA LIMITED,       108.10,       106.00,       106.00,       102.70,       103.45,                  2983280.00,28800, ,       110.50,        44.75
N,ST,VIJAYPD,VIJAYPD CEUTICAL LIMITED,        80.75,        80.75,        80.75,        76.75,        77.50,                  3394400.00,44000, ,       114.50,        35.00
N,SM,VILAS,VILAS TRANSCORE LIMITED,       372.85,       369.10,       404.00,       369.00,       400.90,                 29647700.00,75000, ,       626.00,       320.00
N,ST,VILINBIO,VILIN BIO MED LIMITED,        44.10,        46.25,        46.25,        45.45,        45.45,                   551800.00,12000, ,        54.40,        18.95
N,ST,VINSYS,VINSYS IT SERVICES IND LT,       457.40,       465.00,       480.00,       458.00,       471.80,                  6360225.00,13500, ,       480.00,       215.00
N,SM,VINYAS,VINYAS INNOVATIVE TECH L,      1403.05,      1434.00,      1507.00,      1434.00,      1493.80,                 51183650.00,34400, ,      1524.00,       809.00
N,SM,VGINFOTECH,VIRTUAL GALAXY INFOTECH L,       138.50,       136.15,       140.65,       136.10,       140.65,                  2090750.00,15000, ,       208.00,        99.50
N,SM,VISHNUINFR,VISHNUSURYA PROJ N INFR L,       164.80,       164.80,       164.80,       163.00,       163.00,                  2698800.00,16500, ,       218.90,       125.20
N,ST,VISHWAS,VISHWAS AGRI SEEDS LTD,        50.20,        48.35,        48.35,        48.35,        48.35,                    77360.00,1600, ,        63.45,        32.05
N,SM,VIESL,VISION INFRA EQUIP SOL L,       311.35,       311.35,       324.00,       311.35,       318.00,                  3795840.00,12000, ,       375.90,       146.05
N,ST,VIVIDEL,VIVID ELECTROMECH LIMITED,      1224.75,      1186.50,      1285.95,      1186.50,      1237.10,                 30062532.00,24240, ,      1429.00,       556.00
N,SM,VIVO,VIVO COLLAB SOLUTIONS LTD,        77.35,        73.60,        77.35,        73.60,        77.35,                   241520.00,3200, ,        90.15,        64.00
N,SM,VOLERCAR,VOLER CAR LIMITED,       225.10,       226.90,       230.00,       225.15,       229.85,                  1460200.00,6400, ,       292.90,        86.20
N,SM,WALPAR,WALPAR NUTRITIONS LIMITED,        29.15,        30.60,        30.60,        30.60,        30.60,                   367200.00,12000, ,        51.50,        21.25
N,SM,WTICAB,WISE TRAVEL INDIA LIMITED,       112.85,       118.00,       118.50,       114.00,       116.15,                  2971650.00,25500, ,       204.00,        75.15
N,ST,WOL3D,WOL 3D INDIA LIMITED,       127.00,       128.00,       133.00,       128.00,       133.00,                   261000.00,2000, ,       216.70,       106.65
N,SM,WOMANCART,WOMANCART LIMITED,       108.10,       110.00,       110.00,       106.60,       107.95,                  1122700.00,10400, ,       358.00,       101.25
N,ST,YAAP,YAAP DIGITAL LIMITED,       178.45,       177.00,       184.00,       176.00,       184.00,                  1796900.00,10000, ,       214.40,       127.00
N,SM,YASHOPTICS,YASH OPTICS & LENS LTD,       113.50,       115.50,       118.00,       112.20,       113.25,                  2003120.00,17600, ,       153.50,        80.00
N,SM,YUDIZ,YUDIZ SOLUTIONS LIMITED,        28.10,        27.00,        27.00,        27.00,        27.00,                    21600.00,800, ,        39.30,        22.15
N,SM,ZTECH,Z-TECH (INDIA) LIMITED,       635.75,       636.00,       651.10,       636.00,       642.40,                 11442990.00,17700, ,       701.00,       460.00
N,SM,ZEAL,ZEAL GLOBAL SERVICES LTD,        68.60,        68.00,        68.00,        65.00,        65.00,                   315060.00,4800, ,       141.00,        55.90
N,SM,ZENITHDRUG,ZENITH DRUGS LIMITED,        46.00,        46.25,        51.65,        46.25,        50.85,                  1933480.00,38400, ,        78.95,        33.30
