DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
02-JUL-2026,FUTSTK,LTM,25-AUG-2026,3672.00
02-JUL-2026,FUTSTK,LTM,27-AUG-2026,3717.70
02-JUL-2026,FUTSTK,LTM,24-SEP-2026,3736.40
02-JUL-2026,FUTSTK,LTM,29-SEP-2026,3664.00
02-JUL-2026,FUTSTK,LUPIN,28-JUL-2026,2397.10
02-JUL-2026,FUTSTK,LUPIN,30-JUL-2026,2410.90
02-JUL-2026,FUTSTK,LUPIN,25-AUG-2026,2404.30
02-JUL-2026,FUTSTK,LUPIN,27-AUG-2026,2423.70
02-JUL-2026,FUTSTK,LUPIN,24-SEP-2026,2435.90
02-JUL-2026,FUTSTK,LUPIN,29-SEP-2026,2414.20
02-JUL-2026,FUTSTK,M&M,28-JUL-2026,3162.60
02-JUL-2026,FUTSTK,M&M,30-JUL-2026,3190.10
02-JUL-2026,FUTSTK,M&M,25-AUG-2026,3179.50
02-JUL-2026,FUTSTK,M&M,27-AUG-2026,3207.10
02-JUL-2026,FUTSTK,M&M,24-SEP-2026,3223.20
02-JUL-2026,FUTSTK,M&M,29-SEP-2026,3202.30
02-JUL-2026,FUTSTK,MANAPPURAM,28-JUL-2026,324.15
02-JUL-2026,FUTSTK,MANAPPURAM,30-JUL-2026,324.65
02-JUL-2026,FUTSTK,MANAPPURAM,25-AUG-2026,325.60
02-JUL-2026,FUTSTK,MANAPPURAM,27-AUG-2026,326.35
02-JUL-2026,FUTSTK,MANAPPURAM,24-SEP-2026,328.00
02-JUL-2026,FUTSTK,MANAPPURAM,29-SEP-2026,328.30
02-JUL-2026,FUTSTK,MANKIND,28-JUL-2026,2499.70
02-JUL-2026,FUTSTK,MANKIND,30-JUL-2026,2498.60
02-JUL-2026,FUTSTK,MANKIND,25-AUG-2026,2510.10
02-JUL-2026,FUTSTK,MANKIND,27-AUG-2026,2511.90
02-JUL-2026,FUTSTK,MANKIND,24-SEP-2026,2524.50
02-JUL-2026,FUTSTK,MANKIND,29-SEP-2026,2526.80
02-JUL-2026,FUTSTK,MARICO,28-JUL-2026,860.80
02-JUL-2026,FUTSTK,MARICO,30-JUL-2026,860.05
02-JUL-2026,FUTSTK,MARICO,25-AUG-2026,862.75
02-JUL-2026,FUTSTK,MARICO,27-AUG-2026,864.65
02-JUL-2026,FUTSTK,MARICO,24-SEP-2026,868.95
02-JUL-2026,FUTSTK,MARICO,29-SEP-2026,869.75
02-JUL-2026,FUTSTK,MARUTI,28-JUL-2026,14405.00
02-JUL-2026,FUTSTK,MARUTI,30-JUL-2026,14416.00
02-JUL-2026,FUTSTK,MARUTI,25-AUG-2026,14346.00
02-JUL-2026,FUTSTK,MARUTI,27-AUG-2026,14493.00
02-JUL-2026,FUTSTK,MARUTI,24-SEP-2026,14565.00
02-JUL-2026,FUTSTK,MARUTI,29-SEP-2026,14431.00
02-JUL-2026,FUTSTK,MAXHEALTH,28-JUL-2026,1128.60
02-JUL-2026,FUTSTK,MAXHEALTH,30-JUL-2026,1132.70
02-JUL-2026,FUTSTK,MAXHEALTH,25-AUG-2026,1133.30
02-JUL-2026,FUTSTK,MAXHEALTH,27-AUG-2026,1138.70
02-JUL-2026,FUTSTK,MAXHEALTH,24-SEP-2026,1144.40
02-JUL-2026,FUTSTK,MAXHEALTH,29-SEP-2026,1139.90
02-JUL-2026,FUTSTK,MAZDOCK,28-JUL-2026,2570.10
02-JUL-2026,FUTSTK,MAZDOCK,30-JUL-2026,2566.90
02-JUL-2026,FUTSTK,MAZDOCK,25-AUG-2026,2567.10
02-JUL-2026,FUTSTK,MAZDOCK,27-AUG-2026,2580.60
02-JUL-2026,FUTSTK,MAZDOCK,24-SEP-2026,2593.50
02-JUL-2026,FUTSTK,MAZDOCK,29-SEP-2026,2595.80
02-JUL-2026,FUTSTK,MCX,28-JUL-2026,2911.50
02-JUL-2026,FUTSTK,MCX,30-JUL-2026,2936.90
02-JUL-2026,FUTSTK,MCX,25-AUG-2026,2914.30
02-JUL-2026,FUTSTK,MCX,27-AUG-2026,2952.60
02-JUL-2026,FUTSTK,MCX,24-SEP-2026,2967.40
02-JUL-2026,FUTSTK,MCX,29-SEP-2026,2922.90
02-JUL-2026,FUTSTK,MFSL,28-JUL-2026,1622.00
02-JUL-2026,FUTSTK,MFSL,30-JUL-2026,1625.90
02-JUL-2026,FUTSTK,MFSL,25-AUG-2026,1627.20
02-JUL-2026,FUTSTK,MFSL,27-AUG-2026,1634.60
02-JUL-2026,FUTSTK,MFSL,24-SEP-2026,1642.80
02-JUL-2026,FUTSTK,MFSL,29-SEP-2026,1644.20
02-JUL-2026,FUTSTK,MOTHERSON,28-JUL-2026,148.25
02-JUL-2026,FUTSTK,MOTHERSON,30-JUL-2026,148.28
02-JUL-2026,FUTSTK,MOTHERSON,25-AUG-2026,148.62
02-JUL-2026,FUTSTK,MOTHERSON,27-AUG-2026,149.07
02-JUL-2026,FUTSTK,MOTHERSON,24-SEP-2026,149.82
02-JUL-2026,FUTSTK,MOTHERSON,29-SEP-2026,149.96
02-JUL-2026,FUTSTK,MOTILALOFS,28-JUL-2026,962.50
02-JUL-2026,FUTSTK,MOTILALOFS,30-JUL-2026,961.40
02-JUL-2026,FUTSTK,MOTILALOFS,25-AUG-2026,968.40
02-JUL-2026,FUTSTK,MOTILALOFS,27-AUG-2026,966.55
02-JUL-2026,FUTSTK,MOTILALOFS,24-SEP-2026,971.40
02-JUL-2026,FUTSTK,MOTILALOFS,29-SEP-2026,972.25
02-JUL-2026,FUTSTK,MPHASIS,28-JUL-2026,2259.10
02-JUL-2026,FUTSTK,MPHASIS,30-JUL-2026,2255.90
02-JUL-2026,FUTSTK,MPHASIS,25-AUG-2026,2265.30
02-JUL-2026,FUTSTK,MPHASIS,27-AUG-2026,2268.00
02-JUL-2026,FUTSTK,MPHASIS,24-SEP-2026,2279.40
02-JUL-2026,FUTSTK,MPHASIS,29-SEP-2026,2281.40
02-JUL-2026,FUTSTK,MUTHOOTFIN,28-JUL-2026,2968.30
02-JUL-2026,FUTSTK,MUTHOOTFIN,30-JUL-2026,2966.60
02-JUL-2026,FUTSTK,MUTHOOTFIN,25-AUG-2026,2972.40
02-JUL-2026,FUTSTK,MUTHOOTFIN,27-AUG-2026,2982.40
02-JUL-2026,FUTSTK,MUTHOOTFIN,24-SEP-2026,2997.30
02-JUL-2026,FUTSTK,MUTHOOTFIN,29-SEP-2026,3000.00
02-JUL-2026,FUTSTK,NAM-INDIA,28-JUL-2026,1219.50
02-JUL-2026,FUTSTK,NAM-INDIA,30-JUL-2026,1218.90
02-JUL-2026,FUTSTK,NAM-INDIA,25-AUG-2026,1214.10
02-JUL-2026,FUTSTK,NAM-INDIA,27-AUG-2026,1225.40
02-JUL-2026,FUTSTK,NAM-INDIA,24-SEP-2026,1231.50
02-JUL-2026,FUTSTK,NAM-INDIA,29-SEP-2026,1232.60
02-JUL-2026,FUTSTK,NATIONALUM,28-JUL-2026,334.35
02-JUL-2026,FUTSTK,NATIONALUM,30-JUL-2026,333.85
02-JUL-2026,FUTSTK,NATIONALUM,25-AUG-2026,336.05
02-JUL-2026,FUTSTK,NATIONALUM,27-AUG-2026,335.60
02-JUL-2026,FUTSTK,NATIONALUM,24-SEP-2026,337.30
02-JUL-2026,FUTSTK,NATIONALUM,29-SEP-2026,336.00
02-JUL-2026,FUTSTK,NAUKRI,28-JUL-2026,1028.60
02-JUL-2026,FUTSTK,NAUKRI,30-JUL-2026,1031.00
02-JUL-2026,FUTSTK,NAUKRI,25-AUG-2026,1035.35
02-JUL-2026,FUTSTK,NAUKRI,27-AUG-2026,1036.50
02-JUL-2026,FUTSTK,NAUKRI,24-SEP-2026,1041.70
02-JUL-2026,FUTSTK,NAUKRI,29-SEP-2026,1042.60
02-JUL-2026,FUTSTK,NBCC,28-JUL-2026,103.35
02-JUL-2026,FUTSTK,NBCC,30-JUL-2026,103.54
02-JUL-2026,FUTSTK,NBCC,25-AUG-2026,103.79
02-JUL-2026,FUTSTK,NBCC,27-AUG-2026,104.10
02-JUL-2026,FUTSTK,NBCC,24-SEP-2026,104.62
02-JUL-2026,FUTSTK,NBCC,29-SEP-2026,104.25
02-JUL-2026,FUTSTK,NESTLEIND,28-JUL-2026,1445.20
02-JUL-2026,FUTSTK,NESTLEIND,30-JUL-2026,1453.00
02-JUL-2026,FUTSTK,NESTLEIND,25-AUG-2026,1452.70
02-JUL-2026,FUTSTK,NESTLEIND,27-AUG-2026,1460.70
02-JUL-2026,FUTSTK,NESTLEIND,24-SEP-2026,1468.10
02-JUL-2026,FUTSTK,NESTLEIND,29-SEP-2026,1460.60
02-JUL-2026,FUTSTK,NHPC,28-JUL-2026,79.39
02-JUL-2026,FUTSTK,NHPC,30-JUL-2026,80.97
02-JUL-2026,FUTSTK,NHPC,25-AUG-2026,78.90
02-JUL-2026,FUTSTK,NHPC,27-AUG-2026,81.40
02-JUL-2026,FUTSTK,NHPC,24-SEP-2026,81.81
02-JUL-2026,FUTSTK,NHPC,29-SEP-2026,78.90
02-JUL-2026,FUTSTK,NMDC,28-JUL-2026,85.95
02-JUL-2026,FUTSTK,NMDC,30-JUL-2026,85.97
02-JUL-2026,FUTSTK,NMDC,25-AUG-2026,86.10
02-JUL-2026,FUTSTK,NMDC,27-AUG-2026,86.43
02-JUL-2026,FUTSTK,NMDC,24-SEP-2026,86.86
02-JUL-2026,FUTSTK,NMDC,29-SEP-2026,86.28
02-JUL-2026,FUTSTK,NTPC,28-JUL-2026,359.30
02-JUL-2026,FUTSTK,NTPC,30-JUL-2026,359.95
02-JUL-2026,FUTSTK,NTPC,25-AUG-2026,359.40
02-JUL-2026,FUTSTK,NTPC,27-AUG-2026,361.85
02-JUL-2026,FUTSTK,NTPC,24-SEP-2026,363.70
02-JUL-2026,FUTSTK,NTPC,29-SEP-2026,360.45
02-JUL-2026,FUTSTK,NUVAMA,28-JUL-2026,1800.00
02-JUL-2026,FUTSTK,NUVAMA,30-JUL-2026,1827.60
02-JUL-2026,FUTSTK,NYKAA,28-JUL-2026,314.95
02-JUL-2026,FUTSTK,NYKAA,30-JUL-2026,315.50
02-JUL-2026,FUTSTK,NYKAA,25-AUG-2026,315.25
02-JUL-2026,FUTSTK,NYKAA,27-AUG-2026,317.20
02-JUL-2026,FUTSTK,NYKAA,24-SEP-2026,318.75
02-JUL-2026,FUTSTK,NYKAA,29-SEP-2026,319.05
02-JUL-2026,FUTSTK,OBEROIRLTY,28-JUL-2026,1862.20
02-JUL-2026,FUTSTK,OBEROIRLTY,30-JUL-2026,1873.50
02-JUL-2026,FUTSTK,OBEROIRLTY,25-AUG-2026,1861.70
02-JUL-2026,FUTSTK,OBEROIRLTY,27-AUG-2026,1883.50
02-JUL-2026,FUTSTK,OBEROIRLTY,24-SEP-2026,1892.90
02-JUL-2026,FUTSTK,OBEROIRLTY,29-SEP-2026,1894.60
02-JUL-2026,FUTSTK,OFSS,28-JUL-2026,11042.00
02-JUL-2026,FUTSTK,OFSS,30-JUL-2026,11038.00
02-JUL-2026,FUTSTK,OFSS,25-AUG-2026,11020.00
02-JUL-2026,FUTSTK,OFSS,27-AUG-2026,11097.00
02-JUL-2026,FUTSTK,OFSS,24-SEP-2026,11153.00
02-JUL-2026,FUTSTK,OFSS,29-SEP-2026,11030.00
02-JUL-2026,FUTSTK,OIL,28-JUL-2026,420.45
02-JUL-2026,FUTSTK,OIL,30-JUL-2026,422.20
02-JUL-2026,FUTSTK,OIL,25-AUG-2026,422.65
02-JUL-2026,FUTSTK,OIL,27-AUG-2026,424.45
02-JUL-2026,FUTSTK,OIL,24-SEP-2026,426.55
02-JUL-2026,FUTSTK,OIL,29-SEP-2026,426.95
02-JUL-2026,FUTSTK,ONGC,28-JUL-2026,236.45
02-JUL-2026,FUTSTK,ONGC,30-JUL-2026,237.07
02-JUL-2026,FUTSTK,ONGC,25-AUG-2026,237.37
02-JUL-2026,FUTSTK,ONGC,27-AUG-2026,238.33
02-JUL-2026,FUTSTK,ONGC,24-SEP-2026,239.53
02-JUL-2026,FUTSTK,ONGC,29-SEP-2026,238.09
02-JUL-2026,FUTSTK,PAGEIND,28-JUL-2026,43095.00
02-JUL-2026,FUTSTK,PAGEIND,30-JUL-2026,43090.00
02-JUL-2026,FUTSTK,PAGEIND,25-AUG-2026,43025.00
02-JUL-2026,FUTSTK,PAGEIND,27-AUG-2026,43320.00
02-JUL-2026,FUTSTK,PAGEIND,24-SEP-2026,43535.00
02-JUL-2026,FUTSTK,PAGEIND,29-SEP-2026,43005.00
02-JUL-2026,FUTSTK,PATANJALI,28-JUL-2026,415.40
02-JUL-2026,FUTSTK,PATANJALI,30-JUL-2026,415.45
02-JUL-2026,FUTSTK,PATANJALI,25-AUG-2026,417.15
02-JUL-2026,FUTSTK,PATANJALI,27-AUG-2026,417.70
02-JUL-2026,FUTSTK,PATANJALI,24-SEP-2026,419.75
02-JUL-2026,FUTSTK,PATANJALI,29-SEP-2026,420.15
02-JUL-2026,FUTSTK,PAYTM,28-JUL-2026,1220.40
02-JUL-2026,FUTSTK,PAYTM,30-JUL-2026,1219.10
02-JUL-2026,FUTSTK,PAYTM,25-AUG-2026,1226.60
02-JUL-2026,FUTSTK,PAYTM,27-AUG-2026,1225.60
02-JUL-2026,FUTSTK,PAYTM,24-SEP-2026,1231.70
02-JUL-2026,FUTSTK,PAYTM,29-SEP-2026,1231.50
02-JUL-2026,FUTSTK,PERSISTENT,28-JUL-2026,4591.20
02-JUL-2026,FUTSTK,PERSISTENT,30-JUL-2026,4602.10
02-JUL-2026,FUTSTK,PERSISTENT,25-AUG-2026,4541.90
02-JUL-2026,FUTSTK,PERSISTENT,27-AUG-2026,4626.70
02-JUL-2026,FUTSTK,PERSISTENT,24-SEP-2026,4649.90
02-JUL-2026,FUTSTK,PERSISTENT,29-SEP-2026,4522.20
02-JUL-2026,FUTSTK,PETRONET,28-JUL-2026,276.95
02-JUL-2026,FUTSTK,PETRONET,30-JUL-2026,276.50
02-JUL-2026,FUTSTK,PETRONET,25-AUG-2026,278.70
02-JUL-2026,FUTSTK,PETRONET,27-AUG-2026,278.00
02-JUL-2026,FUTSTK,PETRONET,24-SEP-2026,279.40
02-JUL-2026,FUTSTK,PETRONET,29-SEP-2026,280.35
02-JUL-2026,FUTSTK,PFC,28-JUL-2026,431.25
02-JUL-2026,FUTSTK,PFC,30-JUL-2026,432.10
02-JUL-2026,FUTSTK,PFC,25-AUG-2026,429.40
02-JUL-2026,FUTSTK,PFC,27-AUG-2026,434.40
02-JUL-2026,FUTSTK,PFC,24-SEP-2026,436.55
02-JUL-2026,FUTSTK,PFC,29-SEP-2026,429.75
02-JUL-2026,FUTSTK,PGEL,28-JUL-2026,563.15
02-JUL-2026,FUTSTK,PGEL,30-JUL-2026,563.75
02-JUL-2026,FUTSTK,PGEL,25-AUG-2026,564.40
02-JUL-2026,FUTSTK,PGEL,27-AUG-2026,566.75
02-JUL-2026,FUTSTK,PGEL,24-SEP-2026,569.60
02-JUL-2026,FUTSTK,PGEL,29-SEP-2026,567.05
02-JUL-2026,FUTSTK,PHOENIXLTD,28-JUL-2026,2020.00
02-JUL-2026,FUTSTK,PHOENIXLTD,30-JUL-2026,2021.90
02-JUL-2026,FUTSTK,PHOENIXLTD,25-AUG-2026,2029.80
02-JUL-2026,FUTSTK,PHOENIXLTD,27-AUG-2026,2032.70
02-JUL-2026,FUTSTK,PHOENIXLTD,24-SEP-2026,2042.90
02-JUL-2026,FUTSTK,PHOENIXLTD,29-SEP-2026,2044.80
02-JUL-2026,FUTSTK,PIDILITIND,28-JUL-2026,1604.10
02-JUL-2026,FUTSTK,PIDILITIND,30-JUL-2026,1612.90
02-JUL-2026,FUTSTK,PIDILITIND,25-AUG-2026,1607.60
02-JUL-2026,FUTSTK,PIDILITIND,27-AUG-2026,1621.50
02-JUL-2026,FUTSTK,PIDILITIND,24-SEP-2026,1629.70
02-JUL-2026,FUTSTK,PIDILITIND,29-SEP-2026,1631.10
02-JUL-2026,FUTSTK,PIIND,28-JUL-2026,2619.30
02-JUL-2026,FUTSTK,PIIND,30-JUL-2026,2620.70
02-JUL-2026,FUTSTK,PIIND,25-AUG-2026,2605.80
02-JUL-2026,FUTSTK,PIIND,27-AUG-2026,2634.70
02-JUL-2026,FUTSTK,PIIND,24-SEP-2026,2647.90
02-JUL-2026,FUTSTK,PIIND,29-SEP-2026,2599.60
02-JUL-2026,FUTSTK,PNB,28-JUL-2026,107.52
02-JUL-2026,FUTSTK,PNB,30-JUL-2026,107.41
02-JUL-2026,FUTSTK,PNB,25-AUG-2026,108.09
02-JUL-2026,FUTSTK,PNB,27-AUG-2026,107.98
02-JUL-2026,FUTSTK,PNB,24-SEP-2026,108.53
02-JUL-2026,FUTSTK,PNB,29-SEP-2026,108.85
02-JUL-2026,FUTSTK,PNBHOUSING,28-JUL-2026,1062.60
02-JUL-2026,FUTSTK,PNBHOUSING,30-JUL-2026,1059.80
02-JUL-2026,FUTSTK,PNBHOUSING,25-AUG-2026,1061.00
02-JUL-2026,FUTSTK,PNBHOUSING,27-AUG-2026,1065.40
02-JUL-2026,FUTSTK,PNBHOUSING,24-SEP-2026,1070.80
02-JUL-2026,FUTSTK,PNBHOUSING,29-SEP-2026,1071.70
02-JUL-2026,FUTSTK,POLICYBZR,28-JUL-2026,1688.80
02-JUL-2026,FUTSTK,POLICYBZR,30-JUL-2026,1689.90
02-JUL-2026,FUTSTK,POLICYBZR,25-AUG-2026,1682.60
02-JUL-2026,FUTSTK,POLICYBZR,27-AUG-2026,1698.90
02-JUL-2026,FUTSTK,POLICYBZR,24-SEP-2026,1707.40
02-JUL-2026,FUTSTK,POLICYBZR,29-SEP-2026,1685.00
02-JUL-2026,FUTSTK,POLYCAB,28-JUL-2026,9593.00
02-JUL-2026,FUTSTK,POLYCAB,30-JUL-2026,9680.50
02-JUL-2026,FUTSTK,POLYCAB,25-AUG-2026,9591.50
02-JUL-2026,FUTSTK,POLYCAB,27-AUG-2026,9732.00
02-JUL-2026,FUTSTK,POLYCAB,24-SEP-2026,9781.00
02-JUL-2026,FUTSTK,POLYCAB,29-SEP-2026,9604.00
02-JUL-2026,FUTSTK,POWERGRID,28-JUL-2026,288.70
02-JUL-2026,FUTSTK,POWERGRID,30-JUL-2026,289.55
02-JUL-2026,FUTSTK,POWERGRID,25-AUG-2026,289.30
02-JUL-2026,FUTSTK,POWERGRID,27-AUG-2026,291.10
02-JUL-2026,FUTSTK,POWERGRID,24-SEP-2026,292.60
02-JUL-2026,FUTSTK,POWERGRID,29-SEP-2026,291.45
02-JUL-2026,FUTSTK,POWERINDIA,28-JUL-2026,33880.00
02-JUL-2026,FUTSTK,POWERINDIA,30-JUL-2026,33935.00
02-JUL-2026,FUTSTK,POWERINDIA,25-AUG-2026,34000.00
02-JUL-2026,FUTSTK,POWERINDIA,27-AUG-2026,34115.00
02-JUL-2026,FUTSTK,POWERINDIA,24-SEP-2026,34290.00
02-JUL-2026,FUTSTK,POWERINDIA,29-SEP-2026,34180.00
02-JUL-2026,FUTSTK,PREMIERENE,28-JUL-2026,1053.60
02-JUL-2026,FUTSTK,PREMIERENE,30-JUL-2026,1055.00
02-JUL-2026,FUTSTK,PREMIERENE,25-AUG-2026,1055.00
02-JUL-2026,FUTSTK,PREMIERENE,27-AUG-2026,1060.70
02-JUL-2026,FUTSTK,PREMIERENE,24-SEP-2026,1066.00
02-JUL-2026,FUTSTK,PREMIERENE,29-SEP-2026,1066.90
02-JUL-2026,FUTSTK,PRESTIGE,28-JUL-2026,1674.80
02-JUL-2026,FUTSTK,PRESTIGE,30-JUL-2026,1682.00
02-JUL-2026,FUTSTK,PRESTIGE,25-AUG-2026,1681.00
02-JUL-2026,FUTSTK,PRESTIGE,27-AUG-2026,1690.90
02-JUL-2026,FUTSTK,PRESTIGE,24-SEP-2026,1699.40
02-JUL-2026,FUTSTK,PRESTIGE,29-SEP-2026,1700.90
02-JUL-2026,FUTSTK,RADICO,28-JUL-2026,3988.60
02-JUL-2026,FUTSTK,RADICO,30-JUL-2026,3991.00
02-JUL-2026,FUTSTK,RADICO,25-AUG-2026,3984.50
02-JUL-2026,FUTSTK,RADICO,27-AUG-2026,4012.30
02-JUL-2026,FUTSTK,RADICO,24-SEP-2026,4032.50
02-JUL-2026,FUTSTK,RADICO,29-SEP-2026,4036.10
02-JUL-2026,FUTSTK,RBLBANK,28-JUL-2026,357.75
02-JUL-2026,FUTSTK,RBLBANK,30-JUL-2026,357.20
02-JUL-2026,FUTSTK,RBLBANK,25-AUG-2026,359.45
02-JUL-2026,FUTSTK,RBLBANK,27-AUG-2026,359.10
02-JUL-2026,FUTSTK,RBLBANK,24-SEP-2026,360.90
02-JUL-2026,FUTSTK,RBLBANK,29-SEP-2026,361.20
02-JUL-2026,FUTSTK,RECLTD,28-JUL-2026,369.65
02-JUL-2026,FUTSTK,RECLTD,30-JUL-2026,371.35
02-JUL-2026,FUTSTK,RECLTD,25-AUG-2026,369.05
02-JUL-2026,FUTSTK,RECLTD,27-AUG-2026,373.35
02-JUL-2026,FUTSTK,RECLTD,24-SEP-2026,375.20
02-JUL-2026,FUTSTK,RECLTD,29-SEP-2026,370.20
02-JUL-2026,FUTSTK,RELIANCE,28-JUL-2026,1309.50
02-JUL-2026,FUTSTK,RELIANCE,30-JUL-2026,1309.70
02-JUL-2026,FUTSTK,RELIANCE,25-AUG-2026,1316.80
02-JUL-2026,FUTSTK,RELIANCE,27-AUG-2026,1316.70
02-JUL-2026,FUTSTK,RELIANCE,24-SEP-2026,1323.30
02-JUL-2026,FUTSTK,RELIANCE,29-SEP-2026,1325.60
02-JUL-2026,FUTSTK,RVNL,28-JUL-2026,238.05
02-JUL-2026,FUTSTK,RVNL,30-JUL-2026,237.97
02-JUL-2026,FUTSTK,RVNL,25-AUG-2026,236.52
02-JUL-2026,FUTSTK,RVNL,27-AUG-2026,239.24
02-JUL-2026,FUTSTK,RVNL,24-SEP-2026,240.44
02-JUL-2026,FUTSTK,RVNL,29-SEP-2026,235.89
02-JUL-2026,FUTSTK,SAIL,28-JUL-2026,169.24
02-JUL-2026,FUTSTK,SAIL,30-JUL-2026,168.88
02-JUL-2026,FUTSTK,SAIL,25-AUG-2026,169.80
02-JUL-2026,FUTSTK,SAIL,27-AUG-2026,169.78
02-JUL-2026,FUTSTK,SAIL,24-SEP-2026,170.63
02-JUL-2026,FUTSTK,SAIL,29-SEP-2026,168.73
02-JUL-2026,FUTSTK,SBICARD,28-JUL-2026,606.15
02-JUL-2026,FUTSTK,SBICARD,30-JUL-2026,607.40
02-JUL-2026,FUTSTK,SBICARD,25-AUG-2026,600.00
02-JUL-2026,FUTSTK,SBICARD,27-AUG-2026,610.65
02-JUL-2026,FUTSTK,SBICARD,24-SEP-2026,613.70
02-JUL-2026,FUTSTK,SBICARD,29-SEP-2026,596.90
02-JUL-2026,FUTSTK,SBILIFE,28-JUL-2026,1795.30
02-JUL-2026,FUTSTK,SBILIFE,30-JUL-2026,1792.80
02-JUL-2026,FUTSTK,SBILIFE,25-AUG-2026,1804.30
02-JUL-2026,FUTSTK,SBILIFE,27-AUG-2026,1802.30
02-JUL-2026,FUTSTK,SBILIFE,24-SEP-2026,1811.40
02-JUL-2026,FUTSTK,SBILIFE,29-SEP-2026,1815.90
02-JUL-2026,FUTSTK,SBIN,28-JUL-2026,1054.50
02-JUL-2026,FUTSTK,SBIN,30-JUL-2026,1056.50
02-JUL-2026,FUTSTK,SBIN,25-AUG-2026,1059.90
02-JUL-2026,FUTSTK,SBIN,27-AUG-2026,1062.20
02-JUL-2026,FUTSTK,SBIN,24-SEP-2026,1067.50
02-JUL-2026,FUTSTK,SBIN,29-SEP-2026,1066.50
02-JUL-2026,FUTSTK,SHREECEM,28-JUL-2026,26310.00
02-JUL-2026,FUTSTK,SHREECEM,30-JUL-2026,26345.00
02-JUL-2026,FUTSTK,SHREECEM,25-AUG-2026,26160.00
02-JUL-2026,FUTSTK,SHREECEM,27-AUG-2026,26485.00
02-JUL-2026,FUTSTK,SHREECEM,24-SEP-2026,26620.00
02-JUL-2026,FUTSTK,SHREECEM,29-SEP-2026,26155.00
02-JUL-2026,FUTSTK,SHRIRAMFIN,28-JUL-2026,1063.90
02-JUL-2026,FUTSTK,SHRIRAMFIN,30-JUL-2026,1071.70
02-JUL-2026,FUTSTK,SHRIRAMFIN,25-AUG-2026,1070.40
02-JUL-2026,FUTSTK,SHRIRAMFIN,27-AUG-2026,1077.40
02-JUL-2026,FUTSTK,SHRIRAMFIN,24-SEP-2026,1082.80
02-JUL-2026,FUTSTK,SHRIRAMFIN,29-SEP-2026,1075.70
02-JUL-2026,FUTSTK,SIEMENS,28-JUL-2026,3579.60
02-JUL-2026,FUTSTK,SIEMENS,30-JUL-2026,3597.20
02-JUL-2026,FUTSTK,SIEMENS,25-AUG-2026,3561.70
02-JUL-2026,FUTSTK,SIEMENS,27-AUG-2026,3616.40
02-JUL-2026,FUTSTK,SIEMENS,24-SEP-2026,3634.50
02-JUL-2026,FUTSTK,SIEMENS,29-SEP-2026,3563.00
02-JUL-2026,FUTSTK,SOLARINDS,28-JUL-2026,18721.00
02-JUL-2026,FUTSTK,SOLARINDS,30-JUL-2026,18746.00
02-JUL-2026,FUTSTK,SOLARINDS,25-AUG-2026,18794.00
02-JUL-2026,FUTSTK,SOLARINDS,27-AUG-2026,18846.00
02-JUL-2026,FUTSTK,SOLARINDS,24-SEP-2026,18941.00
02-JUL-2026,FUTSTK,SOLARINDS,29-SEP-2026,18957.00
02-JUL-2026,FUTSTK,SONACOMS,28-JUL-2026,666.00
02-JUL-2026,FUTSTK,SONACOMS,30-JUL-2026,665.45
02-JUL-2026,FUTSTK,SONACOMS,25-AUG-2026,669.30
02-JUL-2026,FUTSTK,SONACOMS,27-AUG-2026,669.00
02-JUL-2026,FUTSTK,SONACOMS,24-SEP-2026,672.35
02-JUL-2026,FUTSTK,SONACOMS,29-SEP-2026,673.95
02-JUL-2026,FUTSTK,SRF,28-JUL-2026,2808.10
02-JUL-2026,FUTSTK,SRF,30-JUL-2026,2812.50
02-JUL-2026,FUTSTK,SRF,25-AUG-2026,2811.20
02-JUL-2026,FUTSTK,SRF,27-AUG-2026,2827.50
02-JUL-2026,FUTSTK,SRF,24-SEP-2026,2841.70
02-JUL-2026,FUTSTK,SRF,29-SEP-2026,2818.00
02-JUL-2026,FUTSTK,SUNPHARMA,28-JUL-2026,1875.20
02-JUL-2026,FUTSTK,SUNPHARMA,30-JUL-2026,1879.90
02-JUL-2026,FUTSTK,SUNPHARMA,25-AUG-2026,1885.90
02-JUL-2026,FUTSTK,SUNPHARMA,27-AUG-2026,1889.90
02-JUL-2026,FUTSTK,SUNPHARMA,24-SEP-2026,1899.40
02-JUL-2026,FUTSTK,SUNPHARMA,29-SEP-2026,1899.60
02-JUL-2026,FUTSTK,SUPREMEIND,28-JUL-2026,3285.40
02-JUL-2026,FUTSTK,SUPREMEIND,30-JUL-2026,3290.90
02-JUL-2026,FUTSTK,SUPREMEIND,25-AUG-2026,3304.20
02-JUL-2026,FUTSTK,SUPREMEIND,27-AUG-2026,3308.40
02-JUL-2026,FUTSTK,SUPREMEIND,24-SEP-2026,3325.00
02-JUL-2026,FUTSTK,SUPREMEIND,29-SEP-2026,3328.00
02-JUL-2026,FUTSTK,SUZLON,28-JUL-2026,57.89
02-JUL-2026,FUTSTK,SUZLON,30-JUL-2026,57.94
02-JUL-2026,FUTSTK,SUZLON,25-AUG-2026,58.18
02-JUL-2026,FUTSTK,SUZLON,27-AUG-2026,58.25
02-JUL-2026,FUTSTK,SUZLON,24-SEP-2026,58.54
02-JUL-2026,FUTSTK,SUZLON,29-SEP-2026,58.59
