Trade Date,ISIN,Last Trade Price (in Rs.),Last Trade Value (Rs. in lacs),Total Trade Value (Rs. in lacs),Last Trade Yield (YTM) (Annualized) (%),Weighted Average Price  (Rs.),Weighted Average Yield (YTM) (%)
02-Jul-2026,INE0RU307213 ,99.4653,0.10,4.40,12.3000,99.6433,12.1159
02-Jul-2026,INE956L07092 ,99.9037,7.40,9.50,10.9200,99.8867,10.9333
02-Jul-2026,INE413U07277 ,98.5080,0.19,0.76,13.1100,98.5091,13.1103
02-Jul-2026,INE109C07147 ,99.3368,0.10,19.60,11.7500,100.0045,11.3414
02-Jul-2026,INE01XO07033 ,100.0702,0.10,26.30,12.3000,100.6215,11.5103
02-Jul-2026,INE101Q07BS1 ,98.6839,0.10,3.60,10.8600,98.8536,10.7342
02-Jul-2026,INE0LN107071 ,100.0321,0.50,4.60,11.7100,100.0997,11.6652
02-Jul-2026,INE01XO07066 ,101.3301,0.10,22.40,11.5100,99.8784,12.4592
02-Jul-2026,INE08KJ07183 ,99.1329,0.10,5.70,11.8400,99.2010,11.7288
02-Jul-2026,INE884Q07806 ,100.1948,0.10,2.60,12.2500,100.3819,11.9646
02-Jul-2026,INE477L07AN9 ,99.8915,0.01,0.01,8.7500,99.8915,8.7500
02-Jul-2026,INE530B07310 ,99.7080,0.02,0.09,9.2200,100.3554,8.7422
02-Jul-2026,INE07HK07817 ,99.0778,1.00,2.00,13.3300,99.7021,11.7000
02-Jul-2026,INE01YL07433 ,100.1826,500.00,500.00,10.7870,100.1826,10.7870
02-Jul-2026,INE377Y07532 ,100.3613,5000.00,10000.00,7.3800,100.3849,7.3650
02-Jul-2026,INE01YL07391 ,100.1218,2.00,25.00,11.0900,100.3394,10.8324
02-Jul-2026,INE134E08NP7 ,100.5826,7500.00,30000.00,7.1200,100.6028,7.1038
02-Jul-2026,INE976I07DD1 ,102.6038,1.00,3.00,7.3000,102.6050,7.3000
02-Jul-2026,INE530B07161 ,100.0804,0.25,0.25,8.4400,100.0804,8.4400
02-Jul-2026,INE0MYJ07120 ,100.1571,1.00,48.00,11.2000,100.1531,11.2115
02-Jul-2026,INE583D07562 ,99.2899,0.01,3.61,13.0500,98.8773,14.5862
02-Jul-2026,INE530B07385 ,99.3505,0.01,0.01,9.3800,99.3505,9.3800
02-Jul-2026,INE511C08AN2 ,100.7600,200.00,400.00,8.3000,100.7350,8.3050
02-Jul-2026,INE896L07AA7 ,102.2778,2.72,2.74,8.6000,102.2778,8.6000
02-Jul-2026,INE556F08KX8 ,100.7650,2500.00,2500.00,7.1800,100.7650,7.1800
02-Jul-2026,INE01YL07441 ,99.5449,1.00,47.00,11.2000,99.4982,11.2298
02-Jul-2026,INE484J14B34 ,99.9110,12500.00,12500.00,6.5000,99.9110,6.5000
02-Jul-2026,INE403Q07GU6 ,97.6097,0.01,4.80,10.5000,97.6097,10.5000
02-Jul-2026,INE261F14PT0 ,98.8178,25000.00,25000.00,6.1500,98.8178,6.1500
02-Jul-2026,INE0IX207254 ,100.0342,1.50,4.50,11.7500,100.0344,11.7500
02-Jul-2026,INE053F08304 ,100.1634,10000.00,12500.00,6.5500,100.1634,6.5500
02-Jul-2026,INE774D07VM4 ,100.9756,9000.00,36500.00,7.5800,100.9756,7.5800
02-Jul-2026,INE0NDH07043 ,100.2692,7500.00,7500.00,7.2000,100.2692,7.2000
02-Jul-2026,IN002025Z476 ,96.5833,0.00,0.09,5.5000,96.5833,5.5000
02-Jul-2026,INE964R07093 ,98.5235,30.00,51.00,14.7500,98.6929,14.6394
02-Jul-2026,INE0MEG07029 ,99.6877,10.00,17.20,13.0646,99.7542,12.9852
02-Jul-2026,INE540P07426 ,106.0619,10.00,10.00,8.2800,106.0619,8.2800
02-Jul-2026,INE180C07221 ,99.9040,0.02,2.33,9.0500,99.7017,9.3295
02-Jul-2026,INE321N07442 ,100.2166,1.00,4.00,8.5000,100.2166,8.5000
02-Jul-2026,IN0020240043 ,100.1139,0.00,0.56,7.0000,100.1132,7.0009
02-Jul-2026,IN002025Z500 ,96.5319,0.00,0.01,5.1000,96.5319,5.1000
02-Jul-2026,INE2VYE15014 ,97.7562,62.08,138.33,14.1000,98.0446,13.7693
02-Jul-2026,INE2V4Q15019 ,82.5157,0.12,44.87,10.5000,83.4734,18.5588
02-Jul-2026,INE102D14CA9 ,99.9343,5000.00,5000.00,6.0000,99.9343,6.0000
02-Jul-2026,IN002025Z401 ,97.2800,0.00,0.20,5.5000,97.2418,5.5809
02-Jul-2026,INE179P07621 ,97.2739,0.10,0.10,13.2000,97.2739,13.2000
02-Jul-2026,INE020B07GH7 ,101.9201,2.60,2.60,5.4000,101.9201,5.4000
02-Jul-2026,INE787H07149 ,103.0048,18.00,18.00,5.2700,103.0048,5.2700
02-Jul-2026,INE046W07321 ,100.6820,2.00,90.00,10.0500,100.6820,10.0500
02-Jul-2026,INE09B308044 ,104.3424,1.00,540.00,11.5000,98.9513,12.9732
02-Jul-2026,INE219X07264 ,101.7023,1.00,1.00,7.7500,101.7023,7.7500
02-Jul-2026,INE658F08565 ,101.1601,1.00,66.00,9.3200,101.1859,9.3132
02-Jul-2026,INE031A07865 ,103.3474,4.50,4.50,5.2800,103.3474,5.2800
02-Jul-2026,INE0IID07553 ,100.0084,0.57,6.13,13.8000,100.0084,13.8000
02-Jul-2026,INE14H407132 ,99.4564,2.00,16.00,12.0000,99.4564,12.0000
02-Jul-2026,INE134E08LK2 ,99.9043,7500.00,7500.00,6.4000,99.9043,6.4000
02-Jul-2026,INE248U07GC5 ,99.8995,2500.00,5000.00,8.7750,99.8832,8.7889
02-Jul-2026,INE674K07143 ,101.5992,10.00,10.00,7.8500,101.5992,7.8500
02-Jul-2026,INE121A08PZ6 ,99.9000,5000.00,20500.00,8.8910,99.9000,8.8912
02-Jul-2026,INE403D08306 ,99.2876,2500.00,5000.00,7.8000,99.2876,7.8000
02-Jul-2026,INE0BUS07BX5 ,100.9335,72.00,72.00,12.1036,100.9335,12.1036
02-Jul-2026,INE053F08411 ,101.1108,2500.00,2500.00,6.9500,101.1108,6.9500
02-Jul-2026,INE413U08093 ,96.8433,25.00,281.00,12.0344,99.5965,11.1070
02-Jul-2026,INE101Q07AZ8 ,99.9742,1.00,4.00,10.4500,99.9416,10.4100
02-Jul-2026,INE0MEG07011 ,99.7271,10.00,10.00,13.0999,99.7271,13.0999
02-Jul-2026,INE583D08081 ,99.3083,1.00,1.00,12.5000,99.3083,12.5000
02-Jul-2026,INE104W07260 ,99.3638,0.50,21.50,12.8000,99.5327,12.5640
02-Jul-2026,INE01XO07017 ,99.9745,0.75,3.00,13.0000,99.9745,13.0000
02-Jul-2026,INE0O7U07046 ,87.4202,0.50,3.40,11.6800,87.3840,11.7294
02-Jul-2026,INE296A07TH8 ,98.7000,600.00,1200.00,7.7500,98.6729,7.7525
02-Jul-2026,INE296G07291 ,99.4734,1.00,20.00,10.5000,99.6201,10.4525
02-Jul-2026,INE04Q907181 ,99.6453,0.10,24.10,13.7500,99.6303,13.7600
02-Jul-2026,IN1520170136 ,102.8600,0.00,0.02,5.7300,102.8595,5.7395
02-Jul-2026,INE0NES07287 ,98.7752,0.50,4.10,13.4000,98.4704,13.7512
02-Jul-2026,IN0020240167 ,101.1737,0.00,0.06,5.8500,101.1737,5.8500
02-Jul-2026,INE020B08FZ9 ,99.5794,2500.00,9000.00,7.0500,99.5928,7.0356
02-Jul-2026,INE896L07991 ,101.5000,0.02,0.52,9.3041,101.5000,9.3041
02-Jul-2026,INE413U07418 ,98.7245,4.00,4.00,10.9500,98.7245,10.9500
02-Jul-2026,INE121A08PX1 ,98.7863,1.00,1.00,8.6300,98.7863,8.6300
02-Jul-2026,INE146O08266 ,100.4417,5.00,5.00,9.3500,100.4417,9.3500
02-Jul-2026,INE0TLC07101 ,103.1500,5.00,5.00,8.8434,103.1500,8.8434
02-Jul-2026,INE612U08066 ,99.0000,5.00,5.00,12.1326,99.0000,12.1326
02-Jul-2026,INE403Q07GD2 ,98.7667,10.00,10.00,11.2500,98.7667,11.2500
02-Jul-2026,INE342T07668 ,99.4715,10.00,17.80,11.5500,99.9769,11.2954
02-Jul-2026,INE549K08590 ,99.0000,10.00,60.10,11.1153,100.8246,10.7297
02-Jul-2026,INE08XP07431 ,99.1922,0.20,0.20,13.7100,99.1922,13.7100
02-Jul-2026,INE926R07019 ,99.7135,0.30,4.40,14.1900,99.7135,14.1900
02-Jul-2026,INE04UP07170 ,90.5891,0.30,29.00,14.2400,90.8637,13.9825
02-Jul-2026,INE530L07228 ,99.9785,0.56,0.56,10.0000,99.9785,10.0000
02-Jul-2026,INE964R07051 ,100.1066,1.00,2.00,13.6600,100.1741,12.8300
02-Jul-2026,INE916Y07073 ,98.5860,0.10,11.50,13.0000,99.2673,12.7913
02-Jul-2026,INE08XP07423 ,98.8471,0.50,3.00,14.2400,98.8471,14.2400
02-Jul-2026,INE537P07901 ,100.0000,5000.00,5000.00,7.9307,100.0000,7.9307
02-Jul-2026,INE403Q07FN3 ,99.8617,0.20,0.20,10.7000,99.8617,10.7000
02-Jul-2026,INE583D07513 ,100.4456,0.01,0.01,10.2800,100.4456,10.2800
02-Jul-2026,INE896L07975 ,100.5785,1.00,1.00,8.7500,100.5785,8.7500
02-Jul-2026,IN1020180221 ,104.1572,0.00,0.03,6.5000,104.1566,6.4981
02-Jul-2026,INE020B08EX7 ,100.4124,2500.00,2500.00,7.0200,100.4124,7.0200
02-Jul-2026,IN0020230036 ,102.2045,0.00,0.00,6.5000,102.2045,6.5000
02-Jul-2026,INE01XO07025 ,86.0027,0.70,24.15,12.6200,86.2363,12.1781
02-Jul-2026,IN0020210186 ,99.7583,0.00,0.01,6.4400,99.7583,6.4400
02-Jul-2026,INE916Y07065 ,98.0991,0.10,6.70,13.3400,98.9961,12.7588
02-Jul-2026,IN0020230119 ,100.2393,0.00,0.00,6.6200,100.2393,6.6200
02-Jul-2026,INE403Q08357 ,98.6091,3.00,1423.20,11.9500,98.4789,11.9910
02-Jul-2026,INE403D08322 ,99.8401,5000.00,5000.00,7.8800,99.8401,7.8800
02-Jul-2026,INE926R07027 ,99.5958,0.10,5.10,14.0800,95.0335,17.4329
02-Jul-2026,IN0020070069 ,101.3754,0.00,0.00,7.1800,101.3754,7.1800
02-Jul-2026,INE179P07613 ,96.2298,1.00,1.00,14.6700,96.2298,14.6700
02-Jul-2026,INE08KJ07175 ,99.5397,2.00,17.80,12.1100,100.4181,11.0891
02-Jul-2026,INE0BUS07CE3 ,98.6956,0.02,7.00,11.3600,98.4093,11.6175
02-Jul-2026,INE414G07JU8 ,98.4930,20000.00,20000.00,8.4700,98.4930,8.4700
02-Jul-2026,INE377Y07631 ,100.6926,2500.00,2500.00,7.7100,100.6926,7.7100
02-Jul-2026,INE033L07HU0 ,100.3514,2500.00,10000.00,7.4300,100.3843,7.4033
02-Jul-2026,INE583D07653 ,99.1396,0.30,24.30,11.1700,99.3211,10.9033
02-Jul-2026,INE549K07HD3 ,101.5469,1.00,4.00,8.4000,101.5353,8.4050
02-Jul-2026,INE342T07494 ,99.8079,3.00,8.00,11.2500,99.9744,11.0500
02-Jul-2026,INE020B07HP8 ,107.1034,0.28,0.28,5.0000,107.1034,5.0000
02-Jul-2026,INE998Y07204 ,99.6791,0.10,2.00,11.7600,99.8042,11.6190
02-Jul-2026,INE115A07QX3 ,100.7365,1000.00,2000.00,7.4600,100.7573,7.4550
02-Jul-2026,INE366T07204 ,100.7089,0.40,8.10,12.0000,101.0500,11.6752
02-Jul-2026,INE1VXE07015 ,99.1396,1.00,9.00,11.6000,99.2337,11.4944
02-Jul-2026,INE046W07370 ,99.7885,4.00,5.00,10.3000,99.8695,10.2400
02-Jul-2026,IN4520260055 ,101.3000,500.00,500.00,7.8400,101.3000,7.8400
02-Jul-2026,INE261F08EO7 ,100.5921,2500.00,5000.00,7.1500,100.5921,7.1500
02-Jul-2026,INE0KUG08134 ,101.4000,320.00,320.00,7.5200,101.4000,7.5200
02-Jul-2026,INE721A07SA2 ,103.4201,5000.00,5000.00,7.8100,103.4201,7.8100
02-Jul-2026,INE134E08MM6 ,101.8294,5000.00,5000.00,7.2700,101.8294,7.2700
02-Jul-2026,INE134E08KI8 ,102.2542,1000.00,1000.00,7.1500,102.2542,7.1500
02-Jul-2026,IN2020180070 ,107.3917,0.00,0.01,6.5000,107.3640,6.5000
02-Jul-2026,INE556F08LC0 ,100.0113,1000.00,3500.00,7.1900,100.0287,7.1829
02-Jul-2026,INE556F08KP4 ,100.4994,2500.00,5000.00,7.2000,100.4994,7.2000
02-Jul-2026,IN1920180081 ,104.6478,0.00,0.02,6.5000,104.6478,6.5000
02-Jul-2026,INE413U07442 ,97.9851,0.40,7.40,10.6500,97.9045,10.6905
02-Jul-2026,INE062A08371 ,100.9700,1000.00,1000.00,7.9105,100.9700,7.9105
02-Jul-2026,INE734I07081 ,99.2621,1.00,159.00,11.6000,98.7840,11.9133
02-Jul-2026,INE860H07GM3 ,102.1700,1000.00,1000.00,8.0962,102.1700,8.0962
02-Jul-2026,INE348L07308 ,100.1464,2.00,15.00,8.2500,100.1464,8.2500
02-Jul-2026,INE723X07273 ,99.9350,2400.00,4900.00,8.7923,99.9350,8.7923
02-Jul-2026,INE2T2Q07279 ,101.0000,2500.00,2500.00,8.6500,101.0000,8.6500
02-Jul-2026,INE01HV07619 ,99.7252,3.20,3.20,10.2000,99.7252,10.2000
02-Jul-2026,INE2T2Q07220 ,100.9500,2500.00,2500.00,8.6500,100.9500,8.6500
02-Jul-2026,INE261F08CN3 ,100.3000,1100.00,1100.00,6.4034,100.3000,6.4034
02-Jul-2026,INE813H07432 ,100.8746,2500.00,5000.00,7.7500,100.7723,7.7896
02-Jul-2026,INE539K07221 ,96.3684,10.00,10.00,8.9500,96.3684,8.9500
02-Jul-2026,INE2T2Q07238 ,100.8075,1600.00,1600.00,8.6500,100.8075,8.6500
02-Jul-2026,INE0TLC07069 ,103.3857,1.00,6.00,8.0000,103.0307,8.1667
02-Jul-2026,INE296Q07076 ,58.4392,2.00,44.00,13.0000,58.9808,14.4727
02-Jul-2026,INE08XP07506 ,94.7923,50.00,50.00,15.2500,94.7923,15.2500
02-Jul-2026,INE246R07905 ,100.1374,1300.00,1300.00,7.8300,100.1374,7.8300
02-Jul-2026,INE031A08AC8 ,100.0000,20000.00,50000.00,7.2269,100.0000,7.2269
02-Jul-2026,INE557F08FX6 ,101.9596,2500.00,2500.00,7.0000,101.9596,7.0000
02-Jul-2026,INE0NES07279 ,98.5402,5.00,5.00,13.9000,98.5402,13.9000
02-Jul-2026,INE0Z4807015 ,129.3802,1.00,5.00,13.7500,129.3802,13.7500
02-Jul-2026,INE101Q07BO0 ,98.6069,0.20,13.20,11.0000,98.6069,11.0000
02-Jul-2026,INE2TW815011 ,99.8466,8.00,8.00,11.5000,99.8466,11.5000
02-Jul-2026,INE918K07PR3 ,101.4206,8.00,20.00,8.2000,101.3538,8.2780
02-Jul-2026,INE020B08EE7 ,102.1442,5000.00,10000.00,7.2500,102.1442,7.2500
02-Jul-2026,INE420C07189 ,98.0001,5.00,6.80,10.7500,98.3614,10.5515
02-Jul-2026,INE658F08516 ,101.8573,5.00,26.00,9.2000,101.4636,9.2885
02-Jul-2026,INE2VA015010 ,101.8333,75.00,75.00,12.5000,101.8333,12.5000
02-Jul-2026,INE053F07579 ,103.2123,1.00,1.00,5.2400,103.2123,5.2400
02-Jul-2026,INE296G07275 ,101.2377,1.00,9.00,9.0000,101.2405,9.0000
02-Jul-2026,INE523L07AM2 ,100.8914,1.00,4.00,8.6000,100.4953,8.9000
02-Jul-2026,INE516Y07444 ,94.7306,0.58,54.64,9.1000,93.9410,9.4552
02-Jul-2026,INE340A07084 ,100.1805,200.00,200.00,7.2500,100.1805,7.2500
02-Jul-2026,INE03K307116 ,99.3132,0.30,3.50,11.8000,99.1395,11.9286
02-Jul-2026,INE04VS07420 ,100.3325,14.00,14.00,8.9000,100.3325,8.9000
02-Jul-2026,INE121A07RF6 ,100.1029,4.00,4.00,7.7000,100.1029,7.7000
02-Jul-2026,INE0LN107063 ,99.9159,1.00,14.00,11.6500,99.9158,11.6500
02-Jul-2026,INE00XL07015 ,97.8256,1.00,2.00,11.9401,97.8256,11.9401
02-Jul-2026,INE516Q07473 ,99.5931,2.00,6.00,9.7500,99.5931,9.7500
02-Jul-2026,INE674K07150 ,100.0636,1000.00,1000.00,8.0400,100.0636,8.0400
02-Jul-2026,INE389Z07112 ,98.8560,0.10,4.20,10.2000,98.8442,10.2062
02-Jul-2026,INE530L07731 ,99.8314,30.00,30.00,10.3000,99.8314,10.3000
02-Jul-2026,INE515Q08283 ,102.6500,10.00,22.00,11.7000,102.8244,11.6582
02-Jul-2026,INE515Q08242 ,105.7700,2.00,2.00,10.5964,105.7700,10.5964
02-Jul-2026,INE180C07171 ,101.3752,0.01,0.57,8.5500,101.2081,8.6377
02-Jul-2026,INE093JA72K8 ,174.1480,6.00,6.00,7.5000,174.1480,7.5000
02-Jul-2026,INE093JA77C4 ,242.6770,6.00,6.00,7.5000,242.6770,7.5000
02-Jul-2026,INE093JB7YB0 ,133.0720,80.00,80.00,8.0000,133.0720,8.0000
02-Jul-2026,INE530B08235 ,98.6421,400.00,400.00,9.5000,98.6421,9.5000
02-Jul-2026,INE733E14CD3 ,98.6429,5000.00,5000.00,6.0500,98.6429,6.0500
02-Jul-2026,INE0NES07246 ,99.5134,0.32,0.92,14.9500,58.2036,14.0355
02-Jul-2026,INE0RU307189 ,99.0719,0.10,0.10,12.0000,99.0719,12.0000
02-Jul-2026,INE998Y07162 ,98.9630,0.05,0.25,13.8600,98.4844,14.7720
02-Jul-2026,INE04SE07152 ,99.7763,0.20,2.50,11.8600,100.7756,10.6120
02-Jul-2026,INE0NES07188 ,100.0604,2.00,26.00,11.6400,100.1857,11.3212
02-Jul-2026,INE2UHF07015 ,100.4557,1.00,1.20,11.0800,100.4473,11.0892
02-Jul-2026,INE0CYK07012 ,100.4005,0.08,0.92,12.4100,100.4090,12.4009
02-Jul-2026,INE0RU307254 ,100.1025,1.20,1.70,11.6600,100.0914,11.6688
02-Jul-2026,INE0RU307221 ,99.2573,0.10,0.30,12.3300,99.2622,12.3300
02-Jul-2026,INE0RU307155 ,99.4459,0.20,1.50,12.9400,99.0504,13.6307
02-Jul-2026,INE540P07483 ,104.0326,10.00,20.00,8.3000,104.3842,8.1303
02-Jul-2026,INE413U07392 ,98.2084,1.00,1.00,12.5100,98.2084,12.5100
02-Jul-2026,INE296Q07068 ,100.7909,0.05,0.95,10.2200,100.6323,10.7063
02-Jul-2026,INE031A07840 ,101.6252,500.00,1000.00,5.5500,101.6083,5.5750
02-Jul-2026,INE002A08542 ,104.1535,3000.00,6000.00,6.9300,104.1535,6.9300
02-Jul-2026,INE721A07RC0 ,101.8955,50.00,100.00,8.1300,101.8477,8.1400
02-Jul-2026,INE556F08KQ2 ,100.5658,2500.00,5000.00,7.2000,100.5658,7.2000
02-Jul-2026,INE134E08MA1 ,101.9081,5000.00,5000.00,7.2500,101.9081,7.2500
02-Jul-2026,INE033L07IP8 ,98.8777,1.00,2.00,7.5000,98.8777,7.5000
02-Jul-2026,INE08XP07415 ,97.1722,0.50,1.00,14.4000,97.1722,14.4000
02-Jul-2026,INE115A07RJ0 ,100.0000,500.00,500.00,7.5842,100.0000,7.5842
02-Jul-2026,INE998Y07188 ,101.8335,0.20,1.90,10.7500,100.5511,12.1879
02-Jul-2026,INE0JZO07032 ,102.7571,1.00,19.00,12.5000,102.7571,12.5000
02-Jul-2026,INE115A07RG6 ,99.2019,500.00,500.00,7.3000,99.2019,7.3000
02-Jul-2026,INE093JB75U8 ,125.0000,2.00,2.00,8.0000,125.0000,8.0000
02-Jul-2026,INE121A08PP7 ,103.3374,2.00,5.00,8.2500,103.1136,8.3040
02-Jul-2026,INE516Q08497 ,99.9082,2.00,4007.00,10.7500,99.8986,10.7520
02-Jul-2026,INE04SE07160 ,99.5811,0.60,11.80,11.7500,99.7716,11.6153
02-Jul-2026,INE0GCN07054 ,99.7039,3.00,120.00,8.8500,100.8992,8.3082
02-Jul-2026,INE0NES07154 ,100.0743,1.00,10.00,11.7500,100.1776,11.5400
02-Jul-2026,INE549K07GT1 ,100.4400,0.01,3.31,9.2000,101.8821,8.4039
02-Jul-2026,INE08E807084 ,99.0396,1.00,6.00,11.2500,99.2619,11.0417
02-Jul-2026,INE01HV07593 ,99.5291,0.50,0.80,10.7500,99.8898,10.5325
02-Jul-2026,INE03K307108 ,99.2695,0.10,3.30,11.8500,99.3735,11.7712
02-Jul-2026,INE04SE07145 ,99.4606,0.10,2.70,12.0100,99.7857,11.7456
02-Jul-2026,INE583D07596 ,101.5250,0.01,0.67,10.2000,101.5243,10.2000
02-Jul-2026,INE0BUS07CH6 ,99.2859,1.00,8.00,11.5700,99.4367,11.4525
02-Jul-2026,INE423A07427 ,101.3960,0.03,0.03,8.3400,101.3960,8.3400
02-Jul-2026,INE836B07907 ,99.2978,0.70,0.80,11.0500,99.2982,11.0500
02-Jul-2026,INE03K307090 ,99.8332,1.00,3.00,11.6000,99.8332,11.6000
02-Jul-2026,INE03K307082 ,99.8443,2.00,9.00,11.7000,99.9282,11.6011
02-Jul-2026,INE08KJ07142 ,99.9432,1.00,1.00,11.7000,99.9432,11.7000
02-Jul-2026,IN2220220072 ,105.6051,0.10,0.15,6.9000,105.6137,6.9000
02-Jul-2026,INE136S07013 ,99.1805,1.00,11.00,11.6300,99.9282,11.0664
02-Jul-2026,INE104W07245 ,99.2781,0.10,0.90,13.0500,99.2781,13.0500
02-Jul-2026,INE423A07534 ,99.6690,100.00,100.00,8.8500,99.6690,8.8500
02-Jul-2026,INE01HV07551 ,100.0836,2.00,2.00,10.0500,100.0836,10.0500
02-Jul-2026,INE01HV07601 ,100.0793,2.00,2.00,10.4000,100.0793,10.4000
02-Jul-2026,INE04VS07370 ,99.8179,15.00,15.00,9.7500,99.8179,9.7500
02-Jul-2026,INE157D07EM8 ,99.9718,2.00,2.00,10.3000,99.9718,10.3000
02-Jul-2026,INE413U07384 ,97.7463,70.88,70.88,18.0759,97.7463,18.0759
02-Jul-2026,INE157D07EN6 ,99.9307,4.00,4.00,10.3000,99.9307,10.3000
02-Jul-2026,INE321N07525 ,100.3884,3.00,3.00,9.5500,100.3884,9.5500
02-Jul-2026,INE348L07316 ,100.2851,9.00,9.00,9.2000,100.2851,9.2000
02-Jul-2026,INE530B07617 ,99.2979,4.14,34.14,9.1000,99.2716,9.1176
02-Jul-2026,INE605Y07205 ,98.8560,4.00,4.00,10.3500,98.8560,10.3500
02-Jul-2026,INE605Y07213 ,98.5581,6.00,6.00,10.3500,98.5581,10.3500
02-Jul-2026,INE741K07611 ,99.7850,7.00,7.00,9.6900,99.7850,9.6900
02-Jul-2026,INE859C07204 ,100.4712,3.00,3.00,9.3500,100.4712,9.3500
02-Jul-2026,INE093J08617 ,101.5500,5.00,10.00,8.9800,101.5500,8.9800
02-Jul-2026,INE721A07SL9 ,101.4404,5000.00,5000.00,7.7500,101.4404,7.7500
02-Jul-2026,INE146O08415 ,101.4335,3.00,16.00,9.0000,100.6929,9.1563
02-Jul-2026,INE658F08540 ,101.7287,10.00,10.00,9.3000,101.7287,9.3000
02-Jul-2026,INE1C3207065 ,103.4824,30.00,60.00,8.6000,102.9962,8.7477
02-Jul-2026,INE414G08355 ,99.5000,1000.00,1000.00,8.7596,99.5000,8.7596
02-Jul-2026,INE261F08EB4 ,100.1072,10000.00,20000.00,6.7500,100.1072,6.7500
02-Jul-2026,INE414G07KB6 ,100.2728,390.00,520.00,8.5700,100.2909,8.5654
02-Jul-2026,INE12VA07AI0 ,99.4190,500.00,500.00,15.9000,99.4190,15.9000
02-Jul-2026,INE2T2Q07071 ,103.2334,5.00,5.00,8.6200,103.2334,8.6200
02-Jul-2026,INE674K08083 ,99.6910,5.00,55.00,8.1000,99.3901,8.1455
02-Jul-2026,INE202B07JU8 ,102.0400,200.00,200.00,8.4700,102.0400,8.4700
02-Jul-2026,INE0M2307347 ,101.7830,20.00,190.00,9.0500,101.7118,9.0684
02-Jul-2026,INE118D08078 ,98.8557,500.00,500.00,8.2500,98.8557,8.2500
02-Jul-2026,INE128M08094 ,97.0000,500.00,500.00,8.0300,97.0000,8.0300
02-Jul-2026,INE403D08298 ,98.1115,500.00,500.00,8.2000,98.1115,8.2000
02-Jul-2026,INE0XK707200 ,84.0000,59.00,149.00,16.0000,84.0000,16.0000
02-Jul-2026,INE0M2307404 ,101.9979,20.00,42.00,9.0500,101.7504,9.1002
02-Jul-2026,INE0TLC07044 ,105.2816,100.00,100.00,8.6000,105.2816,8.6000
02-Jul-2026,INE0PM707406 ,60.0000,80.00,160.00,14.8000,60.0000,14.8000
02-Jul-2026,INE532F07DC0 ,99.6110,0.10,0.30,10.0000,99.6110,10.0000
02-Jul-2026,INE0K0Y07021 ,100.0000,1.00,1.00,0.2500,100.0000,0.2500
02-Jul-2026,IN0020240118 ,96.8038,0.10,0.10,7.3600,96.8038,7.3600
02-Jul-2026,INE787H07362 ,107.5085,0.40,0.40,5.2400,107.5085,5.2400
02-Jul-2026,INE046W07305 ,99.8668,1.50,45.00,10.4500,99.8668,10.4500
02-Jul-2026,INE818W08099 ,102.9897,1.00,1.00,10.5000,102.9897,10.5000
02-Jul-2026,INE658F08250 ,102.4045,1.00,12.00,9.3200,102.4045,9.3200
02-Jul-2026,INE04VS07388 ,100.1975,0.43,24.43,9.6500,100.1975,9.6500
02-Jul-2026,INE180C07312 ,99.8007,1000.00,1000.00,9.5142,99.8007,9.5142
02-Jul-2026,INE420C07163 ,96.5307,3.00,4.00,10.5000,96.5307,10.5000
02-Jul-2026,INE658F08482 ,103.7009,1.00,1.00,9.3000,103.7009,9.3000
02-Jul-2026,INE321N07657 ,100.7483,1.00,1.00,11.3100,100.7483,11.3100
02-Jul-2026,INE14H407074 ,101.0661,1.60,23.20,11.7500,101.0769,11.7376
02-Jul-2026,INE721A07SK1 ,102.8734,5000.00,5000.00,7.9000,102.8734,7.9000
02-Jul-2026,INE01YL07409 ,100.2751,1.00,27.00,11.0000,100.1385,11.1200
02-Jul-2026,INE03W107249 ,100.2636,0.01,0.02,8.8500,100.3141,8.7450
02-Jul-2026,INE0RU307247 ,99.6872,0.10,0.30,12.0100,99.5808,12.1033
02-Jul-2026,INE572J07802 ,99.9051,0.89,2.67,12.2300,100.0730,12.0500
02-Jul-2026,INE103C07132 ,99.3589,0.02,0.06,10.2500,99.4660,10.1667
02-Jul-2026,INE861D07018 ,100.9221,0.10,1.60,11.6100,100.5293,12.0619
02-Jul-2026,INE338I07164 ,104.4726,0.03,0.05,7.5000,104.4726,7.5000
02-Jul-2026,INE342T07650 ,99.7157,0.10,8.00,11.0200,99.9760,10.5221
02-Jul-2026,INE296G07234 ,100.6816,1.00,8.00,8.2500,100.6816,8.2500
02-Jul-2026,INE530B07179 ,99.6501,0.96,0.96,9.7400,99.6501,9.7400
02-Jul-2026,INE480D07025 ,99.7861,0.96,1.21,14.4300,99.7851,14.4363
02-Jul-2026,INE0RU307163 ,99.2084,0.10,0.10,13.1500,99.2084,13.1500
02-Jul-2026,INE14H407058 ,100.8419,0.10,0.10,12.7000,100.8419,12.7000
02-Jul-2026,INE0RU307239 ,99.6010,0.10,0.20,11.5000,99.6010,11.5000
02-Jul-2026,INE0BUS07BW7 ,100.6500,5.00,5.00,11.3100,100.6500,11.3100
02-Jul-2026,INE0M2307370 ,101.2240,1.00,75.00,8.7500,101.5843,9.0020
02-Jul-2026,IN000929C041 ,80.8069,0.00,0.06,6.8500,80.8069,6.8500
02-Jul-2026,INE752E07OF7 ,100.2074,500.00,500.00,7.0500,100.2074,7.0500
